"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","contrast","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"H2-DMb2",20.7516406966417,-1.28382445670734,0.53065520500522,-2.41931944622067,0.0155495780396986,0.0560988035410152,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HLA-DMB",15000,3109,"ENSMUSG00000037548","ENSG00000242574",9,"Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Shfm1",794.256596450036,-0.390726317380921,0.161503481237039,-2.41930585265497,0.0155501591982703,0.0560988035410152,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Phf11b",15.0873993461669,-1.36536965510275,0.564380997394559,-2.4192339242567,0.0155532346334333,0.0560988035410152,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PHF11",236451,51131,"ENSMUSG00000091649","ENSG00000136147",9,"Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Tyw5",91.7553989249718,-0.531987855555723,0.219942339934623,-2.41876055203311,0.0155734879162465,0.0561581343692102,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TYW5",68736,129450,"ENSMUSG00000048495","ENSG00000162971",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Plk2",294.160048711335,-0.346835610856342,0.143544000512389,-2.41623202375781,0.0156820647958611,0.0564863639814933,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PLK2",20620,10769,"ENSMUSG00000021701","ENSG00000145632",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gm10335",21.3692154034513,-1.84936552476965,0.765667505324799,-2.41536373413828,0.0157195031026292,0.0565909710752823,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Trafd1",1100.72791366108,-0.201767942898643,0.0835359018678417,-2.41534404234781,0.015720353070496,0.0565909710752823,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TRAFD1",231712,10906,"ENSMUSG00000042726","ENSG00000135148",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rbp4",284.010878485944,-1.51631649811287,0.628126568572543,-2.41403018751267,0.0157771551411765,0.0567677653787931,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RBP4",19662,5950,"ENSMUSG00000024990","ENSG00000138207",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"RP23-428M4.4",11.2546040851354,-1.42658548885664,0.591036068887591,-2.41370292601882,0.0157913317355152,0.0568049294374782,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Gdf10",66.5395445576545,-0.624352049115357,0.258702411687592,-2.41339864225665,0.015804523011045,0.0568246890433652,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","GDF10",14560,2662,"ENSMUSG00000021943","ENSG00000266524",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Rdh11",134.645402493925,-0.456074885555031,0.188984797733373,-2.4132887461058,0.0158092895983223,0.05682798693451,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RDH11",17252,51109,"ENSMUSG00000066441","ENSG00000072042",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Dad1",584.727195615768,-0.34564511437328,0.143270823674403,-2.41252967986554,0.0158422475439792,0.0569187394723206,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DAD1",13135,1603,"ENSMUSG00000022174","ENSG00000129562",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dcps",157.006692761353,-0.332267817934811,0.137760351083049,-2.41192632947417,0.0158684875411268,0.0569852789028594,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DCPS",69305,28960,"ENSMUSG00000032040","ENSG00000110063",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ier3ip1",875.781981501889,-0.246649039008452,0.102272881661362,-2.41167585191486,0.0158793921522908,0.057010570609015,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IER3IP1",66191,51124,"ENSMUSG00000090000","ENSG00000134049",10,"HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rps26",3786.48092069724,-0.459576822611718,0.190584962942284,-2.41140127487862,0.0158913535116962,0.0570257782919716,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RPS26",27370,6231,"ENSMUSG00000025362","ENSG00000197728",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Supt4a",502.421933635607,-0.314270139342977,0.130392618935821,-2.41018350507755,0.0159444985848684,0.0571886862508291,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SUPT4H1",20922,6827,"ENSMUSG00000020485","ENSG00000213246",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cd164",4810.17641131259,-0.185614156905463,0.07705443421603,-2.40887054449163,0.0160019729259686,0.0573669563637868,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CD164",53599,8763,"ENSMUSG00000019818","ENSG00000135535",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Hp",758.302233887984,-1.90671422796995,0.791631316758195,-2.40858867961177,0.0160143351737883,0.0573973367736431,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HP",15439,3240,"ENSMUSG00000031722","ENSG00000257017",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam"
"Fpgt",301.155617281374,-0.2588313295456,0.107471104242756,-2.40838066538288,0.0160234638065644,0.0574161155767743,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FPGT",75540,8790,"ENSMUSG00000053870","ENSG00000254685",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|Treefam"
"Rap1a",2726.5789078686,-0.207005155998461,0.0859922447109081,-2.4072537784585,0.016072996414052,0.0575656589181587,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RAP1A",109905,5906,"ENSMUSG00000068798","ENSG00000116473",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Uqcc2",1399.94161939184,-0.332004067631326,0.137928383303441,-2.40707575685072,0.0160808336990987,0.0575797593741921,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","UQCC2",67267,84300,"ENSMUSG00000024208","ENSG00000137288",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Il1r1",258.286359905699,-0.285096810319485,0.118510829842308,-2.40566039997221,0.0161432634770344,0.0577612696828548,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IL1R1",16177,3554,"ENSMUSG00000026072","ENSG00000115594",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"mt-Nd6",53769.2816850042,-0.258221866767755,0.107352156354585,-2.40537196025059,0.016156012322866,0.0577928785855272,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MT-ND6",17722,4541,"ENSMUSG00000064368","ENSG00000198695",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Calu",3958.31745895164,-0.186786036244356,0.0777269454611604,-2.40310532127745,0.0162565046456629,0.0581101157588187,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CALU",12321,813,"ENSMUSG00000029767","ENSG00000128595",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Plcg2",43.750869523714,-0.740157585605481,0.308055970798211,-2.40267242244207,0.0162757597326239,0.0581576421276264,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PLCG2",234779,5336,"ENSMUSG00000034330","ENSG00000197943",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Tpm3",2063.34264026235,-1.44595081302275,0.60182018778742,-2.40262929420623,0.0162776791486387,0.0581576421276264,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TPM3",59069,7170,"ENSMUSG00000027940","ENSG00000143549",9,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"S1pr1",958.412900762109,-0.409647066521665,0.170601470080696,-2.40119306315414,0.0163417121142595,0.0583440618966899,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","S1PR1",13609,1901,"ENSMUSG00000045092","ENSG00000170989",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Tgfb1",105.529749649538,-0.364752756136249,0.151936909902798,-2.40068562911803,0.0163643884193546,0.0583967769482553,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TGFB1",21803,7040,"ENSMUSG00000002603","ENSG00000105329",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Nlrp10",34.6377234491014,-0.903140567007115,0.376228869834823,-2.40050841234918,0.016372314425671,0.0584109419686274,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","NLRP10",244202,338322,"ENSMUSG00000049709","ENSG00000182261",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Mphosph10",617.741242823067,-0.255059500312297,0.106267219669725,-2.40017101327214,0.0163874138970635,0.0584506864852256,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MPHOSPH10",67973,10199,"ENSMUSG00000030521","ENSG00000124383",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Nxpe5",7.84103000758354,-1.13033487496931,0.4711804492168,-2.3989426489324,0.0164424897407777,0.0585905083377023,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Drg1",959.8329179582,-0.162843892008869,0.067913713588445,-2.39780573619781,0.0164936100193652,0.0587443099435196,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DRG1",13494,4733,"ENSMUSG00000020457","ENSG00000185721",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ipcef1",8.73412633905261,-1.59374265722932,0.664765907742683,-2.39744944598787,0.0165096589983824,0.0587841890883595,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IPCEF1",320495,26034,"ENSMUSG00000064065","ENSG00000074706",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB"
"Gas5",894.353605508694,-0.332704524412291,0.138848598161122,-2.39616768781646,0.0165675088740725,0.0589364177127548,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Dld",8924.36744008777,-0.157648538569458,0.0658128351156589,-2.39540719211394,0.0166019165781017,0.0590303695670797,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DLD",13382,1738,"ENSMUSG00000020664","ENSG00000091140",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Smim3",26.666899597239,-0.779357806813949,0.3254813845698,-2.39447736110639,0.0166440709086755,0.0591470468852271,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SMIM3",106878,85027,"ENSMUSG00000038059","ENSG00000256235",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gtf3c6",774.270264935928,-0.30678955786797,0.128126967228587,-2.39441832194963,0.0166467506474374,0.0591470468852271,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","GTF3C6",67371,112495,"ENSMUSG00000019837","ENSG00000155115",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Actr3",1478.66641315246,-0.201067997905397,0.0840188408582495,-2.39312987243688,0.0167053267382497,0.0593408899511023,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ACTR3",74117,10096,"ENSMUSG00000026341","ENSG00000115091",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tspan31",658.653337363801,-0.17591704644033,0.0735493713909504,-2.39182256915897,0.0167649448536856,0.0594811057137614,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TSPAN31",67125,6302,"ENSMUSG00000006736","ENSG00000135452",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pes1",957.85267373303,-0.167200052109263,0.0699431523398169,-2.39051353157384,0.0168248291400767,0.0596505649843786,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PES1",64934,23481,"ENSMUSG00000020430","ENSG00000100029",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tubb2a",286.851489392416,-0.431620229372991,0.180579642034428,-2.39019318296523,0.0168395126323173,0.0596749273461597,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TUBB2A",22151,7280,"ENSMUSG00000058672","ENSG00000137267",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Wdr53",126.337437505778,-0.290906857603131,0.121727098682254,-2.38982823670585,0.016856254007063,0.0597046252174355,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","WDR53",68980,348793,"ENSMUSG00000022787","ENSG00000185798",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fis1",1634.11642144246,-0.231134580558818,0.0967298832045427,-2.38948474764583,0.0168720244085224,0.0597461492787279,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FIS1",66437,51024,"ENSMUSG00000019054","ENSG00000214253",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam"
"Wdr61",422.118065054321,-0.286217085234223,0.119812813836501,-2.38886873673463,0.0169003393786752,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SKIC8",66317,80349,"ENSMUSG00000061559","ENSG00000140395",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ugt2b35",6.3166438931182,-5.7574489976988,2.41020950532766,-2.3887753263657,0.0169046366302742,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","UGT2B7",243085,7364,"ENSMUSG00000035811","ENSG00000171234",6,"HomoloGene|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ctnnbl1",268.712286334349,-0.260470702864719,0.109055344604324,-2.38842675533017,0.0169206807634199,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CTNNBL1",66642,56259,"ENSMUSG00000027649","ENSG00000132792",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ngdn",321.22191348858,-0.311655914847806,0.130486821742044,-2.38840911815532,0.0169214929277431,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","NGDN",68966,25983,"ENSMUSG00000022204","ENSG00000129460",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Csmd1",12.6506838388725,-1.09800752720038,0.45975478475739,-2.38824600331195,0.0169290057327365,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CSMD1",94109,64478,"ENSMUSG00000060924","ENSG00000183117",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Orc4",701.079702083986,-0.20204788805305,0.0846224566783791,-2.38763912067649,0.0169569834757131,0.0598577028593002,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ORC4",26428,5000,"ENSMUSG00000026761","ENSG00000115947",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ufsp2",904.635970142081,-0.264826522647229,0.110918970561682,-2.38756744050342,0.016960290663175,0.0598577028593002,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","UFSP2",192169,55325,"ENSMUSG00000031634","ENSG00000109775",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pla2g4a",38.8597448444053,-0.685648129380989,0.287214839577152,-2.3872308631073,0.0169758272773088,0.059898216561881,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PLA2G4A",18783,5321,"ENSMUSG00000056220","ENSG00000116711",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gm166",33.016694986997,-0.562396215222553,0.235693311802959,-2.386135656207,0.0170264691605297,0.0600481997651457,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Msra",345.636052570568,-0.267954272712457,0.11236405359222,-2.38469745569067,0.0170931722285089,0.0602402725255377,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MSRA",110265,4482,"ENSMUSG00000054733","ENSG00000175806",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Smc1a",1200.13547086215,-0.157012537696631,0.0658895191978916,-2.38296681487478,0.0171737423951325,0.0604924290622488,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SMC1A",24061,8243,"ENSMUSG00000041133","ENSG00000072501",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Tpd52l1",700.386102854525,-0.228206969256802,0.0957691515643629,-2.38288598707521,0.0171775134715887,0.0604924290622488,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TPD52L1",21987,7164,"ENSMUSG00000000296","ENSG00000111907",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cyp4a10",12.2496750540913,-7.14138229538297,2.99704368775393,-2.38280887414588,0.0171811119053044,0.0604924290622488,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CYP4A11",13117,1579,"ENSMUSG00000066072","ENSG00000187048",7,"Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"F13b",12.2326738180229,-7.13941024236787,2.997046600105,-2.38214855989151,0.0172119522022884,0.0605721216596862,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","F13B",14060,2165,"ENSMUSG00000026368","ENSG00000143278",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Slc22a18",10.8860399085678,-1.49022319862963,0.625628510479235,-2.38196177710654,0.0172206847888067,0.0605884102805418,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SLC22A18",18400,5002,"ENSMUSG00000000154","ENSG00000110628",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ctbp2",218.487330184229,-0.249459753414776,0.104764648602859,-2.38114437209088,0.0172589463573865,0.0606880627147938,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CTBP2",13017,1488,"ENSMUSG00000030970","ENSG00000175029",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Plcxd2",27.0949131137241,-0.74116948933794,0.311517893796156,-2.37921963424332,0.0173493352361897,0.0609393852229048,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PLCXD2",433022,257068,"ENSMUSG00000087141","ENSG00000240891",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Irf6",31.3776812935651,-1.18850101929596,0.499737926032803,-2.37824859267926,0.0173950943102375,0.0610855797578584,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IRF6",54139,3664,"ENSMUSG00000026638","ENSG00000117595",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Fgd4",857.759583874701,-0.234658096514034,0.098685420636071,-2.37783955321423,0.0174144014220602,0.0611243005691572,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FGD4",224014,121512,"ENSMUSG00000022788","ENSG00000139132",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tnfaip8l2",13.0462358681205,-0.983087751830368,0.413610844521092,-2.37684230201618,0.0174615515437131,0.0612752282956589,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TNFAIP8L2",69769,79626,"ENSMUSG00000013707","ENSG00000163154",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Thbs2",577.327015933184,-0.649733644090305,0.273461086762776,-2.37596380450993,0.0175031796732688,0.0613467351349537,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","THBS2",21826,7058,"ENSMUSG00000023885","ENSG00000186340",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Sdf2",1246.52564993888,-0.257999681928764,0.108588804915793,-2.3759326030785,0.0175046597703587,0.0613467351349537,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SDF2",20316,6388,"ENSMUSG00000002064","ENSG00000132581",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"B3galt1",261.550810439704,-0.428516843476314,0.180487195195903,-2.37422296363571,0.0175859275602019,0.0615483165683146,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","B3GALT1",26877,8708,"ENSMUSG00000034780","ENSG00000172318",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Hsf2",902.302354506356,-0.217663381142726,0.0916818805593049,-2.37411558112542,0.0175910430139507,0.0615483165683146,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HSF2",15500,3298,"ENSMUSG00000019878","ENSG00000025156",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mpc1",6779.95259005767,-0.3639986571187,0.153400716352123,-2.3728615209538,0.017650880163848,0.0616757263571333,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MPC1",55951,51660,"ENSMUSG00000023861","ENSG00000060762",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dtd1",239.031343704631,-0.339013087449323,0.142921965493857,-2.37201529014723,0.0176913585815083,0.0617879173737419,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DTD1",66044,92675,"ENSMUSG00000027430","ENSG00000125821",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Clca1",10.5442980571245,-1.58945336055267,0.670149958934527,-2.37178759673394,0.0177022638985703,0.0618106693095413,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CLCA1",23844,1179,"ENSMUSG00000028255","ENSG00000016490",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Hgs",460.527327520159,-0.369512710323065,0.156039882117209,-2.36806581310737,0.0178813547667202,0.0622874583243597,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HGS",15239,9146,"ENSMUSG00000025793","ENSG00000185359",9,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Ntng2",136.701064335585,-0.41073199241854,0.173447827313386,-2.3680434559519,0.0178824353637525,0.0622874583243597,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","NTNG2",171171,84628,"ENSMUSG00000035513","ENSG00000196358",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Treefam"
"Pyroxd1",379.263268042606,-0.2459488964597,0.10386782057959,-2.36790273529653,0.0178892381829767,0.0622874583243597,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PYROXD1",232491,79912,"ENSMUSG00000041671","ENSG00000121350",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kif18a",55.6813605523516,-0.426078577596533,0.1799552770632,-2.36769148729601,0.0178994547424024,0.0623083353836562,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","KIF18A",228421,81930,"ENSMUSG00000027115","ENSG00000121621",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
