"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"Atf5",924.650768526142,-0.168043239462225,0.0856974971806584,-1.96088853222836,0.0498920273641089,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ATF5",107503,22809,"ENSMUSG00000038539","ENSG00000169136",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tmx2",1909.89883982888,-0.170594429907315,0.0870300595643194,-1.9601782506105,0.0499749596675632,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TMX2",66958,51075,"ENSMUSG00000050043","ENSG00000213593",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kcnf1",55.2695684930223,1.38775902294491,0.358171052018427,3.87457058610509,0.00010681288059225,0.454097159691186,"~cohort + diet","old ID vs CD","Upregulated","KCNF1",382571,3754,"ENSMUSG00000051726","ENSG00000162975",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Glcci1",60.6067313162613,1.32657343840185,0.354873765843443,3.73815583479081,0.000185375037067138,0.480986654316009,"~cohort + diet","old ID vs CD","Upregulated","GLCCI1",170772,113263,"ENSMUSG00000029638","ENSG00000106415",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Clec11a",25.5516395682593,1.11601502441322,0.298889973719119,3.73386571160795,0.000188563060340289,0.480986654316009,"~cohort + diet","old ID vs CD","Upregulated","CLEC11A",20256,6320,"ENSMUSG00000004473","ENSG00000105472",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Casp12",287.619173186005,0.466935264624147,0.129193775508387,3.61422415891727,0.000301248348209306,0.640353572176916,"~cohort + diet","old ID vs CD","Upregulated","CASP12",12364,100506742,"ENSMUSG00000025887","ENSG00000204403",5,"Ensembl|HGNC|OMA|Panther|PhylomeDB"
"Gm12940",46.13801573573,0.98119457287716,0.303482736453361,3.23311495192066,0.00122448280519718,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Ccl8",105.28167760874,1.51314884557249,0.470007207013014,3.21941626212254,0.00128451871024306,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CCL8",20307,6355,"ENSMUSG00000009185","ENSG00000108700",4,"Ensembl|Panther|PhylomeDB|Treefam"
"Rian",600.533194081245,0.493281488148047,0.154946100688553,3.18356825990452,0.00145471809502643,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Vwf",1120.91491359239,0.483764058319128,0.154529234490165,3.1305665877088,0.00174469440875532,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","VWF",22371,7450,"ENSMUSG00000001930","ENSG00000110799",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Phactr1",55.4603754513023,0.71775032222894,0.229330778892081,3.12976010327293,0.00174949112803138,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PHACTR1",218194,221692,"ENSMUSG00000054728","ENSG00000112137",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Galnt16",143.12894511343,0.414971831114273,0.132933747548144,3.12164396752588,0.00179844289850801,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","GALNT16",108760,57452,"ENSMUSG00000021130","ENSG00000100626",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Col6a6",165.718840288573,1.05198124397678,0.349623258573468,3.00889948874991,0.00262195842374582,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","COL6A6",245026,131873,"ENSMUSG00000043719","ENSG00000206384",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fcna",49.5452135967246,1.12176264178416,0.375917083526618,2.98406933587718,0.00284442307572769,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","FCN1",14133,2219,"ENSMUSG00000026938","ENSG00000085265",3,"OrthoDB|Panther|Treefam"
"Fcna",49.5452135967246,1.12176264178416,0.375917083526618,2.98406933587718,0.00284442307572769,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","FCN2",14133,2220,"ENSMUSG00000026938","ENSG00000160339",3,"OrthoDB|Panther|Treefam"
"Cdk12",360.086525684597,0.343025883518608,0.115327027989321,2.97437547380802,0.00293585590563309,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CDK12",69131,51755,"ENSMUSG00000003119","ENSG00000167258",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Syne3",103.756133878327,0.523873168822122,0.177590411536437,2.94989557313255,0.00317881351994583,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SYNE3",212073,161176,"ENSMUSG00000054150","ENSG00000176438",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Col14a1",395.444910803953,0.845964211604821,0.287578052773236,2.94168558221614,0.00326431179853008,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","COL14A1",12818,7373,"ENSMUSG00000022371","ENSG00000187955",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pcdh20",22.8028954960533,1.04824541230756,0.35769299236461,2.93057296252269,0.00338337529780682,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PCDH20",219257,64881,"ENSMUSG00000050505","ENSG00000280165",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Spns2",631.836382973463,0.415507075996241,0.142189549350826,2.92220544964985,0.00347562193155361,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SPNS2",216892,124976,"ENSMUSG00000040447","ENSG00000183018",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Adamtsl3",149.293177507198,0.544893922371446,0.189281306999046,2.87875190112773,0.00399252286983499,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ADAMTSL3",269959,57188,"ENSMUSG00000070469","ENSG00000156218",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Mmp9",91.7391417083166,0.894193794354276,0.31243953529829,2.86197389680719,0.00421011579628731,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MMP9",17395,4318,"ENSMUSG00000017737","ENSG00000100985",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ace",774.828266893467,0.319810138639493,0.112018142908498,2.85498518664722,0.00430388363132689,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ACE",11421,1636,"ENSMUSG00000020681","ENSG00000159640",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Scara3",188.358139594222,0.422181586262837,0.149206311170395,2.82951560796045,0.00466185260679382,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SCARA3",219151,51435,"ENSMUSG00000034463","ENSG00000168077",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"Rnf213",978.526577183698,0.36348680541286,0.129088556538569,2.81579417385659,0.00486568283045917,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","RNF213",672511,57674,"ENSMUSG00000070327","ENSG00000173821",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Cbx7",546.378689693683,0.266091502258286,0.0945678029925523,2.81376423939173,0.0048965125033934,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CBX7",52609,23492,"ENSMUSG00000053411","ENSG00000100307",10,"EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"Akap8l",793.890824277776,0.215057349418604,0.0766726886346541,2.80487554627637,0.00503360111519357,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","AKAP8L",54194,26993,"ENSMUSG00000002625","ENSG00000011243",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Stab1",431.652381699908,0.558421778711593,0.199252913078534,2.80257773943559,0.00506959967788105,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","STAB1",192187,23166,"ENSMUSG00000042286","ENSG00000010327",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"mt-Rnr2",93402.9360058301,0.826390373193219,0.296940652673633,2.78301527848228,0.00538562699235061,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Kmt2e",996.170516321657,0.225687545133263,0.0814742739762453,2.77004671682088,0.00560482530231654,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","KMT2E",69188,55904,"ENSMUSG00000029004","ENSG00000005483",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Itga8",130.459762721633,0.602396415056246,0.219064925882769,2.74985332603455,0.00596219458590452,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ITGA8",241226,8516,"ENSMUSG00000026768","ENSG00000077943",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Meg3",324.119114061653,0.502539145937103,0.183692201494311,2.73576745147053,0.00622349896437945,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Mrc1",698.868692187512,0.600277391050612,0.220936787061705,2.71696442694698,0.0065883688489818,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MRC1",17533,4360,"ENSMUSG00000026712","ENSG00000260314",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Hid1",40.3467653027401,0.681662276525222,0.25157170693569,2.70961422819887,0.00673615053839069,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","HID1",217310,283987,"ENSMUSG00000034586","ENSG00000167861",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tmpo",1486.89769230411,0.171162725921163,0.0632899786242696,2.70442066250798,0.00684236070188946,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TMPO",21917,7112,"ENSMUSG00000019961","ENSG00000120802",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Susd1",24.7208894491489,1.09759892815619,0.409183000016699,2.68241576045778,0.0073092557642475,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SUSD1",634731,64420,"ENSMUSG00000038578","ENSG00000106868",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Socs2",324.78438424535,0.574152723620923,0.21429472659838,2.67926669374823,0.00737836012015393,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SOCS2",216233,8835,"ENSMUSG00000020027","ENSG00000120833",9,"Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam"
"Fcgr3",169.722403986665,0.651819684653868,0.244420811600393,2.66679289863229,0.00765788454393933,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","FCGR2A",14131,2212,"ENSMUSG00000059498","ENSG00000143226",6,"EggNOG|Ensembl|HomoloGene|OrthoDB|Panther|Treefam"
"Gpx8",177.777470710231,0.49884594642273,0.188629807847037,2.64457644375725,0.00817932291133158,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","GPX8",69590,493869,"ENSMUSG00000021760","ENSG00000164294",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Clca1",23.5723220113426,1.25187040899713,0.476630147291714,2.62650278441356,0.00862672866919216,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CLCA1",23844,1179,"ENSMUSG00000028255","ENSG00000016490",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cadm3",252.602861195303,0.501246698638284,0.191695760777497,2.61480325180526,0.00892788670537459,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CADM3",94332,57863,"ENSMUSG00000005338","ENSG00000162706",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tnfsf10",242.990476380341,0.618780588771304,0.236746885931402,2.61367994910226,0.00895729003287635,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TNFSF10",22035,8743,"ENSMUSG00000039304","ENSG00000121858",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cish",90.8569490954497,1.58982504199954,0.608607378077241,2.61223425687385,0.00899525942180023,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CISH",12700,1154,"ENSMUSG00000032578","ENSG00000114737",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fbxl20",808.591183570108,0.200070070177336,0.0768468553174564,2.60349066140497,0.00922797815897357,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","FBXL20",72194,84961,"ENSMUSG00000020883","ENSG00000108306",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gpm6a",57.425634885841,0.757823698082177,0.292668991728068,2.58935425173537,0.00961561179650966,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","GPM6A",234267,2823,"ENSMUSG00000031517","ENSG00000150625",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tmem47",384.248859647488,0.218642955139099,0.0845074094681455,2.58726372651992,0.00967415169728232,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TMEM47",192216,83604,"ENSMUSG00000025666","ENSG00000147027",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tgfbi",595.287111170806,0.420564194922771,0.162759385426245,2.58396278544164,0.00976723326266104,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TGFBI",21810,7045,"ENSMUSG00000035493","ENSG00000120708",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"H2-T10",21.8388857776142,1.03196422810591,0.400037245866639,2.57967036511881,0.00988946645261812,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"S100a9",110.049268351331,1.94057772261321,0.753818831680795,2.57432905766799,0.01004347026219,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","S100A9",20202,6280,"ENSMUSG00000056071","ENSG00000163220",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gas7",119.841217272686,0.649117914842324,0.252630905151209,2.56943193254128,0.0101865401476221,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","GAS7",14457,8522,"ENSMUSG00000033066","ENSG00000007237",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Loxl3",76.3836211784672,0.664805371796156,0.26022585244861,2.55472454231826,0.0106271861031401,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","LOXL3",16950,84695,"ENSMUSG00000000693","ENSG00000115318",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Frem2",39.1932367945319,0.827586065824025,0.324051409764917,2.55387275254997,0.010653218134881,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","FREM2",242022,341640,"ENSMUSG00000037016","ENSG00000150893",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Efhd1",103.907264748365,0.441018775587104,0.173260484070754,2.54540888508083,0.0109149845103719,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","EFHD1",98363,80303,"ENSMUSG00000026255","ENSG00000115468",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kcna2",153.571893643304,0.308002829643769,0.121258553619677,2.54005033417939,0.0110836516383722,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","KCNA2",16490,3737,"ENSMUSG00000040724","ENSG00000177301",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rbm33",1543.60673164088,0.15768051417182,0.0620818483930386,2.53988111264904,0.0110890156085343,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","RBM33",381626,155435,"ENSMUSG00000048271","ENSG00000184863",10,"EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam"
"Kcna1",72.401653396659,0.769058563181855,0.303379386077402,2.53497303533221,0.0112455981961404,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","KCNA1",16485,3736,"ENSMUSG00000047976","ENSG00000111262",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pydc3",31.8135352980813,0.714804533708964,0.282484409335229,2.5304211846279,0.0113925677095881,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Pcx",2950.58958050329,0.505353098401126,0.200201997664083,2.52421606326353,0.0115956635186261,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PC",18563,5091,"ENSMUSG00000024892","ENSG00000173599",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Crispld2",355.714518684418,0.329112481364674,0.130782243043515,2.51649209942949,0.0118529557601488,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CRISPLD2",78892,83716,"ENSMUSG00000031825","ENSG00000103196",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gm14296",254.389150335274,0.711162465998071,0.282643417893931,2.51611189567823,0.0118657504228127,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Slc6a2",39.8824101179616,0.882116268580842,0.350942710126231,2.51356202345264,0.0119518759760078,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SLC6A2",20538,6530,"ENSMUSG00000055368","ENSG00000103546",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"H2-Q7",426.929278833497,0.74625261142736,0.297127640409732,2.51155567485507,0.0120200323909951,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","HLA-A",15018,3105,"ENSMUSG00000060550","ENSG00000206503",5,"HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB"
"F13a1",646.49932842722,0.56702928530277,0.226019162130898,2.50876642474402,0.0121153566353848,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","F13A1",74145,2162,"ENSMUSG00000039109","ENSG00000124491",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Abca6",251.762269357179,0.51619039487966,0.206340640951576,2.50164190873478,0.0123618889112879,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ABCA6",76184,23460,"ENSMUSG00000044749","ENSG00000154262",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Kdm4c",388.597509677246,0.206903324117245,0.083117703761754,2.489281040659,0.0128001736996948,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","KDM4C",76804,23081,"ENSMUSG00000028397","ENSG00000107077",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mgl2",194.156036405607,0.7750333092076,0.313082523085337,2.47549208933757,0.0133052709249358,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CLEC10A",216864,10462,"ENSMUSG00000040950","ENSG00000132514",7,"EggNOG|Ensembl|HGNC|HomoloGene|OMA|OrthoDB|Treefam"
"Jak3",161.292685384339,0.473875280245367,0.191556618307933,2.47381314428718,0.0133679593856577,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","JAK3",16453,3718,"ENSMUSG00000031805","ENSG00000105639",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pkd1",905.365942741172,0.319329682949821,0.129372778972338,2.46829113115131,0.0135759854897806,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PKD1",18763,5310,"ENSMUSG00000032855","ENSG00000008710",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Pdgfrl",27.0702692435687,0.957205683357611,0.388964949862329,2.46090472598214,0.0138587162756092,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PDGFRL",68797,5157,"ENSMUSG00000031595","ENSG00000104213",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Ifi204",315.224771863294,0.611548637902862,0.248724920389572,2.45873488247582,0.0139427537842464,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","IFI16",15951,3428,"ENSMUSG00000073489","ENSG00000163565",4,"HomoloGene|OrthoDB|OrthoMCL|Panther"
"Ifi204",315.224771863294,0.611548637902862,0.248724920389572,2.45873488247582,0.0139427537842464,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MNDA",15951,4332,"ENSMUSG00000073489","ENSG00000163563",4,"OMA|OrthoDB|Panther|Treefam"
"2310007L24Rik",26.1030996734823,0.904785627108946,0.368025060726043,2.45848917278616,0.0139522983582375,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Lepr",177.926120758507,0.494675328553424,0.201395452393863,2.45623882105343,0.0140399817593478,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","LEPR",16847,3953,"ENSMUSG00000057722","ENSG00000116678",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"B4galt1",889.330815689225,0.224636521217137,0.0916492462370235,2.45104603082258,0.0142441736432655,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","B4GALT1",14595,2683,"ENSMUSG00000028413","ENSG00000086062",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Piwil2",49.6185531545634,0.514736075611045,0.210807758374115,2.44173212400255,0.0146169880866973,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PIWIL2",57746,55124,"ENSMUSG00000033644","ENSG00000197181",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mmp2",836.039367442317,0.365520427232685,0.149727963048873,2.44123021371348,0.0146373204719433,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MMP2",17390,4313,"ENSMUSG00000031740","ENSG00000087245",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gm10557",44.1202115032391,0.731832561283609,0.300899808098019,2.43214698576748,0.0150096148438872,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Dus3l",335.098229772986,0.291244358015151,0.11983565761964,2.43036474952693,0.0150836345176874,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","DUS3L",224907,56931,"ENSMUSG00000007603","ENSG00000141994",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pi16",455.276026159362,0.36833630008554,0.152761906793375,2.41117898969243,0.0159010426915716,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PI16",74116,221476,"ENSMUSG00000024011","ENSG00000164530",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ccdc149",27.5009927061132,0.621184542017717,0.259270185916737,2.39589654252497,0.0165797693226871,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CCDC149",100503884,91050,"ENSMUSG00000045790","ENSG00000181982",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Vit",62.7064735109247,0.620341151788572,0.259247106581452,2.39285660684382,0.0167177733013697,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","VIT",74199,5212,"ENSMUSG00000024076","ENSG00000205221",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
