"Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: metabolites list_230424_ForCD","MS2","Reference Ion","Group Area: 2M33_neg","Group Area: 2M20_neg","Group Area: 2M31_neg","Group Area: 2M17_neg","Group Area: 2M26_neg","Group Area: 2M23_neg","Group Area: 2M16_neg","Group Area: 1M11_neg","Group Area: 2M22_neg","Group Area: 4M5_neg","Group Area: 1M10_neg","Group Area: 1M9_neg","Group Area: 4M4_neg","Group Area: 1M4_neg","Group Area: 1M7_neg","Group Area: 4M3_neg","Group Area: 1M2_neg","Group Area: 1M6_neg","Group Area: 4M2_neg","Group Area: 1M1_neg","Group Area: 1M5_neg","Group Area: 4M1_neg","Peak Rating: 2M33_neg.raw (F6)","Peak Rating: 2M20_neg.raw (F7)","Peak Rating: 2M31_neg.raw (F8)","Peak Rating: 2M17_neg.raw (F9)","Peak Rating: 2M26_neg.raw (F10)","Peak Rating: 2M23_neg.raw (F11)","Peak Rating: 2M16_neg.raw (F12)","Peak Rating: 1M11_neg.raw (F13)","Peak Rating: 2M22_neg.raw (F14)","Peak Rating: 4M5_neg.raw (F15)","Peak Rating: 1M10_neg.raw (F16)","Peak Rating: 1M9_neg.raw (F17)","Peak Rating: 4M4_neg.raw (F18)","Peak Rating: 1M4_neg.raw (F19)","Peak Rating: 1M7_neg.raw (F20)","Peak Rating: 4M3_neg.raw (F21)","Peak Rating: 1M2_neg.raw (F22)","Peak Rating: 1M6_neg.raw (F23)","Peak Rating: 4M2_neg.raw (F24)","Peak Rating: 1M1_neg.raw (F25)","Peak Rating: 1M5_neg.raw (F26)","Peak Rating: 4M1_neg.raw (F27)","Peak Rating: Blank5.raw (F28)"
NA,FALSE,NA,"C20 H43 N4 O4 P S","Full match","No results","No results",0.18,466.27435,465.26707,2.223,549402.503143547,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",378648.098496584,186457.688214432,195477.838434759,335661.721356283,292955.989929301,143790.787290264,352719.164107197,523334.290197706,525465.064676409,223124.106639066,513221.992995509,549402.503143547,179882.298491761,469248.21726836,423943.5299127,311853.408634602,469253.22268462,361028.37744553,196548.430370484,417336.173880664,221770.099366217,105003.954303227,3.2,NA,NA,NA,4.8,7.7,5.3,8,8,7.7,4.2,8.6,4.5,8.6,4.8,9.1,8,9.1,5,7,7.7,5,NA
NA,FALSE,NA,"C13 H25 O4 P S","Full match","No results","No results",-6.55,308.1191,307.11182,2.96,549009.208086899,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",28226.6417027335,28951.2411410541,23667.0678869453,27207.1888022551,24229.0837476342,29996.8158955835,20363.294744557,22009.1911261862,39363.7908959304,17339.4741640758,20975.0411003541,29375.8261146569,15878.798453182,166571.625855532,23077.2463714156,23854.1437221137,549009.208086899,14348.4153084689,20680.1968645518,134286.719748109,39905.1927925586,20055.7551176787,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,3.4,NA,NA,5.9,NA,NA,3.4,4.7,NA,NA
NA,FALSE,NA,"C7 H13 N7 O3","Full match","No results","No results",-1.87,243.10753,242.10026,13.65,548749.394949609,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",24958.1749697087,6348.38008869653,5887.89394344079,5698.36916478972,5975.99655871823,4273.2906856918,5749.88031814154,432521.692715917,4860.65844178542,4751.33432256416,365550.188018477,548749.394949609,5131.97693879699,353325.175795348,181886.207917367,4781.09221842824,241589.103469929,285368.385074248,5699.50572970204,46656.787835604,44043.3859056785,26258.7588612305,7.1,NA,NA,NA,NA,NA,NA,8,NA,NA,5.3,6.4,NA,5.9,6.6,NA,6.1,5.3,NA,3,3,8.2,NA
NA,FALSE,NA,"C13 H27 N P2 S","Full match","No results","No results",8.43,291.1364,290.12912,14.53,548276.314960113,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",548276.314960113,250959.976659569,243679.248488031,136694.289513857,222743.941410418,177979.161091379,194487.423242486,70195.105460853,295367.340619785,10324.5097949707,45799.2766724958,96192.3979655705,11195.9727305702,75686.5887227735,303450.014930452,10350.7095159586,53086.1729860721,277575.368017812,11320.7197341403,29971.5833546179,159850.112295915,12599.1470435027,8,7.7,7.7,7.7,5.5,5.5,6.1,6.8,5.9,NA,0.9,NA,NA,7.4,8.6,NA,3.6,5.9,NA,2.5,2.8,NA,NA
NA,FALSE,NA,"C21 H36 N5 O2 P","Full match","No results","No results",-7.73,421.2574,420.25013,2.545,547823.050849974,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",156647.985741337,130157.090426643,399128.45935342,547823.050849974,474435.61268338,356165.748423324,79456.3100285433,131030.061225094,130683.516877372,447552.859251206,213586.570261801,198091.294193168,65255.223761933,45236.3924342849,301285.648679449,95719.6738439585,285910.106884926,140653.987306012,94665.1850064642,263369.204387986,339055.07482841,111322.845817605,6.1,6.6,5.3,2.6,5.9,4.8,NA,NA,5,5.9,2.8,2.3,6.8,7.9,4.8,3.9,5.9,1.7,7.2,7.5,7,4.5,3.6
NA,FALSE,NA,"C19 H38 N2 O10 S","Full match","No results","No results",7.48,486.22835,485.22108,2.176,547773.855265341,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",45163.718141836,203195.569314131,189102.835729343,41197.5916785377,214555.446527805,211136.143285593,38545.9328250423,55536.1569534021,547773.855265341,62572.3764540558,58795.5423753155,59798.0914505154,37850.3386073957,58194.7864354198,183065.057916144,21110.7515077118,65561.5532613888,85019.2266859952,15161.9742745971,41594.5920762532,119430.155499383,15208.2932728987,4.1,7.7,2.8,NA,7.2,5,NA,NA,7,5.2,NA,3.6,3.6,NA,4.5,NA,6.8,7.4,NA,6.8,1.2,NA,NA
NA,FALSE,NA,"C24 H43 N9 P2 S","Full match","No results","No results",6.63,551.28739,550.28012,1.967,547771.781660339,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",541758.642213624,421478.673064558,536963.976460325,382639.180806597,506829.315333289,547771.781660339,400509.605704457,205822.139791261,425313.106471597,530174.779600709,246807.036810583,210509.787480567,479864.858935761,223821.877490434,199259.985854984,387187.803963948,171865.142667017,250074.199631157,424960.211191427,205412.084469607,211273.534273678,206802.732704756,8.6,8,8.6,8.6,8.6,8.6,6.4,8.3,8.6,8.6,5.5,8.3,7.5,8.3,8.3,8.6,8.3,7.7,9.1,8.8,8.8,NA,NA
NA,FALSE,NA,"C7 H14 N6 O8 P2 S","Full match","No results","No results",1.49,404.00751,403.00023,16.742,547641.317206428,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",201730.129686224,547641.317206428,405652.190553399,69040.0687955949,201594.431988777,100313.544483114,138286.810135197,112295.383758232,38654.3965079527,384615.66754122,205221.943267405,261824.266008444,58627.5677945625,410880.960168786,170871.882547935,151849.184525872,102485.234270962,360636.388801082,138039.425151536,80130.0290620483,45923.0406080527,435579.432102699,1.2,3.7,2.6,4.1,1.2,3.4,0.7,6.6,4.7,2.6,0.7,2.1,1.4,2.6,0.7,0.7,2.3,3.7,1.2,2.5,5.2,3.7,3.3
NA,FALSE,NA,"C7 H16 O S2","Full match","No results","No results",-5.53,180.06326,179.05598,5.345,547321.139886398,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",531321.084124965,10554.2834347468,82786.881989255,65407.3022109955,53785.6987589519,9265.9595236543,106545.41016115,77947.3196560416,209440.101435802,209164.935658405,86397.8443636509,100206.495410322,75265.7865945224,81359.9630441176,61955.5610150654,90089.6847430212,83495.1073543074,429036.796473646,547321.139886398,390197.710174423,52207.5879941659,122733.338919608,5.9,6.5,NA,NA,2.5,5.4,2.3,NA,3.9,3.9,NA,NA,0.3,NA,0.9,NA,NA,3.7,2.6,1.5,0.3,NA,NA
NA,FALSE,NA,"C4 H14 N7 O5 P","Full match","No results","No results",2.99,271.08021,270.07294,4.077,547036.276132312,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",368817.62958397,286575.797827788,443132.839732628,227582.61468112,297674.445177448,547036.276132312,172190.452673433,84054.7106996438,538172.286090794,212300.961422514,129089.184874054,213686.093182601,221446.952146537,100956.183053084,295074.44585148,211991.587486009,226144.115318598,89534.7686455044,178990.467989848,56287.2811839873,141162.483558887,168404.017157871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
NA,FALSE,NA,NA,"No results","No results","No results",NA,75.04003,74.03275,14.124,546799.231124763,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",515472.302953226,369894.32909609,452717.655686419,428494.784957665,451941.702896831,277605.629820251,546799.231124763,338799.318431116,384267.33188351,278452.16048327,397279.215348739,312472.449201987,187780.410014021,262824.692828109,381100.204396185,270926.814482104,331376.641050537,456241.172271298,334847.284405144,349196.78223185,466920.01756055,313976.269325008,5.3,1,5.9,3.7,5.3,4.2,5.9,3.7,4.8,4.8,4.8,4.8,2.3,2.6,4.2,3.2,4.2,5.3,4.8,5.3,7,4.8,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,555.13148,554.12421,15.176,546294.656760039,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",291677.113713396,253002.231274011,250486.035919393,227432.941031068,251717.238812209,163487.426751612,295342.222753333,278254.681858425,278335.343782988,129113.869575646,274962.958293151,546294.656760039,54123.0175423221,188295.702592533,242142.113787006,154085.831959741,285626.799398385,220786.960840559,114362.392352538,151135.785702934,292414.192732317,194875.004139817,8,7.5,6.1,7.2,8,7.2,7.5,7,7,5.5,8,8,7.4,7.2,6.1,5.5,7,6.1,3.4,5.5,8,6.6,NA
NA,FALSE,NA,"C26 H39 N6 O2 P S","Full match","No results","No results",7.72,530.26337,529.2561,2.603,546130.242750006,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",185281.380052439,332091.990628266,152048.299126455,546130.242750006,100737.361860245,188704.483350866,183423.128703935,355954.272003771,231131.046407736,127406.001146462,173418.590127747,235096.40138927,128915.060010478,210438.825178103,157996.382785944,114350.098298023,170017.598047545,100536.511482845,74110.1146584655,181730.116709058,91783.0612544578,63039.563453327,7.7,8.6,7.2,7.5,8.3,7.2,4.5,7,8.3,5,5,6.1,1.7,5.5,7.2,1.7,7.2,8.3,4.7,7.7,6.1,6.8,NA
NA,FALSE,NA,"C15 H8 N4","Full match","No results","No results",-6.35,244.07335,243.06607,2.231,545108.43707972,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",355931.342568919,269631.365561791,218182.159745887,417042.875249898,322590.562687459,169633.825241776,389250.591883277,462436.764389288,353647.299997511,248094.611889051,545108.43707972,505394.259287099,203826.977732755,486972.644060782,467900.289225702,292717.670515675,415885.903895175,470776.358782269,175195.734971089,461287.664438262,400677.898646313,134646.371052641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
NA,FALSE,NA,"C35 H45 N O12 S2","Full match","No results","No results",1.13,735.23915,734.23187,16.597,544503.849547861,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",186336.245469147,47975.7912418179,20513.9843274341,544503.849547861,36862.2080306459,83698.2951083486,349461.31805494,8578.15625814321,426635.821079961,14194.4679046527,17514.6930068435,15469.4532948954,12254.4667353736,10432.1472435998,12611.4964449927,10929.9026444067,11403.5540090167,9012.87190248873,7397.37798336865,6033.95408943443,7597.09925479717,8253.92425272724,5,2,NA,4.2,NA,4.7,3.2,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FALSE,NA,"C28 H66 N9 O4 P3","Full match","No results","No results",-2.44,685.44339,684.43611,2.503,544458.480988296,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",27431.6219700907,11432.3540248091,13231.8981342968,51542.2588513179,26534.2085219558,9408.29104118748,48202.9186692023,156310.564912559,15077.9595704302,19767.9225092174,544458.480988296,70234.4146800565,13537.3642820756,21357.9904310465,80937.9813390189,12900.1334710545,206401.871930608,89069.4468484862,30314.8412821388,24693.0297989155,38344.1439389827,13488.9812288816,NA,NA,NA,NA,3.6,NA,NA,6.6,NA,NA,1.5,NA,NA,NA,NA,NA,1.7,2.8,4.7,NA,3,NA,NA
NA,FALSE,NA,"C14 H28 N2 O10 P2 S2","Full match","No results","No results",-4.66,510.06368,509.05641,14.473,544251.374481694,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",149925.408777405,208829.439444328,210629.838943407,30283.5761175489,124817.339163961,88707.7071453256,37794.5616941823,79888.143542474,57781.6407244107,176061.26868408,67454.2662138877,89690.2970121246,263738.031856195,45354.9268517381,33962.9011657659,149810.832431571,80694.3669518362,58008.4441522469,544251.374481694,40812.3448347138,32371.7972170729,370101.400531169,7.7,6.1,7.7,4.1,5,5.5,4.7,7.9,4.1,4.5,6.8,7.7,7,7.4,4.7,8.3,7.4,4.7,5.9,2.5,5.2,5.9,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,698.30212,697.29485,2.384,544197.447438561,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",56946.2761165536,51810.638657809,81212.1091905686,131934.770502276,62009.1438172127,544197.447438561,95019.4362508469,105557.871887673,84705.21964476,43463.3597128428,225885.363434762,195049.15817927,197550.238553067,124702.262545526,123980.130001824,52917.7356083875,94083.4922734555,136355.04895512,35929.4738536276,115001.413387485,92487.1161333164,26577.2584515526,NA,6.3,4.7,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA
NA,FALSE,NA,"C4 H8 N10 O6 P2","Full match","No results","No results",3.95,354.01175,353.00447,12.862,544188.94308557,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",361555.580596642,347870.642944136,313954.406385417,111022.671461856,512248.735910712,500234.343739989,216384.130795013,278317.449692037,544188.94308557,337761.261663631,360410.805808991,212743.485456281,326473.286556449,278817.97327851,318481.244871648,508593.750579025,238616.440330066,296589.80058013,437986.703530774,107759.937108578,252977.405332537,247059.314838509,4.2,6.4,9.1,NA,7,5.3,NA,4.8,8,8,3.2,6.1,8,5.3,5.9,5.9,2.8,5.3,6.4,5,5.3,5.5,NA
NA,FALSE,"arg ala isomer","C9 H19 N5 O3","Full match","No results","Full match",-0.87,245.14858,244.1413,15.545,544164.923531917,0,NA,NA,NA,"Single match found","No MS2","[M-H]-1",38787.9390698863,217880.671624209,361075.496195154,164933.396175505,211538.216642692,234180.23163274,128190.860674444,354258.431711266,177098.306208312,87204.5858491444,280644.029208785,544164.923531917,95642.9479234118,285362.072342896,166984.726235206,126820.898367664,284300.958499596,167554.332640163,38088.7655059163,49729.2441283724,69009.9915076128,29932.8447503061,5.2,8.3,9.1,8.3,7.2,8.3,8.8,9.1,7.7,7.9,7.5,8,8.8,9.1,8.8,7.2,7.5,8.3,5.2,7.4,7.9,6.8,NA
NA,FALSE,NA,"C45 H53 P","Full match","No results","No results",1.86,624.38965,623.38237,2.861,544122.539148585,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",385035.103252152,185483.981967875,544122.539148585,206071.738711716,259851.194694837,367380.535546044,235734.505106027,139224.227363534,411540.454282788,251637.476505009,235260.401699848,159233.783612941,301718.931916594,105178.845881766,218755.473651299,336386.604734501,44158.0936900998,82611.9160506323,375409.525922245,41989.208406191,100317.529247396,400282.466375277,6.4,4.5,6.4,3.4,6.4,6.4,2.3,7.2,5.3,5.3,4.5,3.4,6.4,2.3,4.5,4.8,NA,4.7,7.5,1.4,2.8,5.3,NA
NA,FALSE,NA,"C10 H17 N4 O5 P","Invalid mass","No results","No results",-10.24,304.09054,303.08327,14.712,543833.328459607,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",120469.282249437,169500.253950281,100766.039830764,82459.5305297995,543833.328459607,349698.523484376,238210.925698955,87395.7938229933,111674.567021281,82608.6587706871,74253.9085417979,83441.2007502752,149102.636841081,53989.2328505979,156131.270280973,102199.76477387,59098.3737635105,191802.722451098,91198.4406741158,34628.576334735,116478.469062814,94208.8307348956,8.8,7.7,5,7.9,9.1,8,8.3,3,4.5,6.8,4.7,2,6.1,8.5,8.3,7.7,3.6,4.5,5.5,7.9,5,7.2,NA
NA,FALSE,NA,"C19 H45 N7 O3 P2","Full match","No results","No results",1.63,481.3067,480.29942,4.277,543688.037791191,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",273452.679437524,334945.975278843,310581.975769327,396815.799281671,247951.294685926,126982.780678983,259547.565804195,117055.784672327,543688.037791191,331397.548864026,100361.893175789,162864.643131192,39864.5288149181,124410.094965254,136197.198664164,367720.528716814,67278.8253449626,96787.173760612,305216.505410806,98851.9690270672,34967.6115808756,138311.518984003,NA,2.1,5.9,8.6,2.8,4.5,7.5,NA,4.2,2.6,NA,2.8,8.5,NA,5,4.2,NA,4.5,4.8,4.5,2.5,5.5,NA
NA,FALSE,NA,"C29 H66 N10 O6 P2","Full match","No results","No results",9.52,712.47099,711.46371,4.09,543501.955265285,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",100601.781766725,68879.4500474778,236101.512395131,69690.3717264247,543501.955265285,253244.523586152,46572.724400517,33127.8901281427,139327.366285924,103407.911519586,57224.1346612927,58372.4761478418,391781.179841056,32758.0858103088,83642.2580127882,141792.663211129,55361.0508759252,31403.7982480993,67468.7098210132,29132.6229049278,47082.2851075397,61185.4871028231,NA,NA,2.8,NA,5.3,3.2,NA,NA,NA,2.8,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FALSE,"Acetylglycine","C4 H7 N O3","Full match","No results","Full match",-0.93,117.04248,116.03521,10.578,542599.854084104,0,NA,NA,NA,"Single match found","No MS2","[M-H]-1",195665.541624291,276938.158038582,260183.146806101,206272.139759217,319534.389632206,355437.614398185,191455.697060547,542599.854084104,212987.603999687,212463.168967672,259455.909171387,343079.894133816,231179.293812325,176038.82940427,233498.368848989,239193.122102968,296010.23755976,279201.254819521,275651.548483447,201091.889182802,319237.137231229,235552.948083148,8.3,5.9,6.4,5,8,7.5,4.5,7.5,5,4.5,7,6.4,6.1,5,6.6,5.5,7,5.9,7,6.1,7.5,7.7,NA
NA,FALSE,NA,"C22 H54 N7 O6 P3","Full match","No results","No results",-2.05,605.3336,604.32632,4.147,542357.457776353,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",231761.209216896,189523.121847445,242593.452899642,504434.690612497,160159.879154008,161402.542252426,266501.41520453,319863.661223525,348176.587152256,186131.401628233,542357.457776353,215472.932114859,113357.690153887,218142.842133612,193337.597675048,144209.750467472,167778.633631423,99611.5848221857,108072.858182578,220557.80989186,145942.091257965,106471.224256577,5,5,5,6.4,7.7,7.7,8,5.3,3.2,3.9,9.1,7.7,7.7,5,3.4,7.2,2.8,7.2,7.2,7.2,7.2,3.4,NA
NA,FALSE,NA,"C15 H37 N4 O P S2","Full match","No results","No results",0.19,384.21471,383.20744,2.71,541376.752954736,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",22097.3016328076,40272.4928463956,21254.4353141827,20010.314782042,33812.0952042324,24680.7426687935,37400.8600925802,244668.311058904,24949.7760313204,97283.1802007715,541376.752954736,67876.9393456227,23748.9020160155,42773.5170605066,70666.9253918513,32450.4601944458,292905.281448481,108422.499318841,66138.4274097326,32190.9702780084,109859.138571366,79072.4845771223,5.4,2.5,NA,2.7,2.5,NA,6.3,0.7,0.5,3.4,3.2,4.7,6.5,0.3,4.1,4.7,2.1,1.2,0.9,3,4.5,0.3,1.6
NA,FALSE,NA,"C4 H13 N5 O13","Invalid mass","No results","No results",-10.16,339.04754,338.04026,15.045,539587.346688065,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",273833.452769723,150263.893480641,247663.885121247,247047.518788509,128415.187971305,276588.576940401,148080.522570848,180369.19334798,194686.269078105,335891.856972295,229039.192179947,184400.121533379,236860.677553106,238142.015178167,322070.634367276,175776.719826335,484937.734812241,126283.416748083,510349.079662463,494349.291342853,539587.346688065,156873.843941412,5.9,3.4,7.2,3.9,2.8,3.2,5,5,5,6.4,3.4,2.3,3.4,2.3,2.6,3.9,3.2,6.1,5.3,3.2,3.2,5,NA
NA,FALSE,NA,"C9 H25 N8 O3 P3 S2","Full match","No results","No results",4.62,450.07247,449.06519,14.762,539239.237652933,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",9148.93650915391,58751.3539826891,133108.836751334,7209.93131075021,18134.4883776091,6246.9314844833,6306.96434576373,39400.9969401244,6496.16440528801,111993.601313998,71853.5816731384,24402.0403947509,288047.314763722,8179.31886113005,5610.2299799132,539239.237652933,5900.64627638785,6057.09951115752,219579.930616945,5310.37828608932,6188.25631518589,296142.343287214,NA,7.9,5,NA,7.1,NA,NA,4.1,NA,8.3,4.7,7.6,7.5,6.5,NA,7.5,NA,NA,8.8,NA,NA,9.1,NA
NA,FALSE,NA,"C12 H30 N2 O3 P2","Full match","No results","No results",7.64,312.17555,311.16827,1.068,539074.509847811,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",91730.2304747373,90730.1589685913,106332.941538984,95294.7469413985,266914.77820114,93586.8853354137,100831.884970301,112509.83651793,506302.258364562,101583.7443885,268304.279884605,94617.9667922949,105901.985810741,93255.1296625042,86032.5921290522,101334.822637223,98464.2306097033,86810.3155171842,77692.2423221926,85645.9720804176,539074.509847811,74929.0586471503,NA,NA,NA,NA,1,NA,NA,NA,1,4.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,645.18916,644.18189,15.81,538786.159573907,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",368652.139230557,137691.619067486,58847.2158576677,418906.473807759,538786.159573907,103222.188934996,430766.565443147,13590.930021442,134960.916516487,84259.7361543607,102833.544990152,66512.9607915164,54246.8867757094,35161.5081917963,42326.5890391124,36470.4599615138,16274.7444771479,22538.7214479809,7106.72536953353,5087.03740162797,5080.36542176995,6486.92987650137,4.8,6.1,5.8,7.5,5.3,6.1,7.5,6.5,4.5,5.2,6.6,7.9,3.6,2.5,4.1,3.6,3.3,NA,4.9,NA,NA,NA,NA
NA,FALSE,NA,"C30 H43 N O3 S2","Full match","No results","No results",3.62,529.27035,528.26307,2.815,538573.03834227,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",478120.845137284,358394.573259644,290060.263519145,34253.8616678101,45886.7553484652,127767.990389894,140434.052070511,80389.3959090717,538573.03834227,60205.7267992983,35218.4776962762,27772.3857121284,37567.0528485437,21475.7516370531,25910.6112842371,59994.0363940691,187329.816664499,22935.7383360576,34682.8855130118,22632.0567695866,48517.8131713707,40263.2909334489,1,3.2,1,3.6,6.8,2.8,2.8,4.1,2.6,2.5,3.6,NA,NA,NA,4.3,0.3,0.7,NA,2.5,7.1,NA,NA,NA
NA,FALSE,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C45 H76 N O7 P","No match","No results","Full match",6.82,773.54121,772.53394,3.018,538562.891624718,0,NA,NA,NA,"Single match found","No MS2","[M-H]-1",392953.515771766,344781.193655985,288887.744804545,261902.875493392,433866.3382448,454422.155633682,387606.039557835,357575.280003221,142358.093400755,243230.136733236,196391.084976221,117892.075800914,249724.96074881,227389.674283889,146262.595074571,322102.691033723,139992.447692774,228942.848262088,161086.670955083,84657.2097558477,163085.344710135,538562.891624718,NA,NA,NA,NA,5.3,NA,NA,3.7,NA,NA,NA,2.8,NA,NA,NA,4.2,NA,NA,2.8,6.8,6.6,2.1,NA
NA,FALSE,NA,"C10 H21 N3 O4","Full match","No results","No results",-0.52,247.15308,246.1458,15.743,538538.346775545,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",77365.0024818678,281730.776340513,314565.882681228,169796.45510454,268052.329138912,322276.249445562,153924.00732168,538538.346775545,196323.652605604,141128.01144726,274762.863391233,422831.057304939,177849.576869575,281635.629003494,205602.571956949,212611.364388927,315937.173089712,223665.100927486,61116.7479206347,65175.6134951764,99347.0301123755,43991.3510863714,7.4,7.5,7.5,8.3,7,8.6,6.6,9.1,8.3,8.3,8.6,9.1,6.1,8,8.3,8.3,8,7.2,5.8,7.4,8.3,7.9,NA
NA,FALSE,NA,"C12 H28 N5 O17 P3 S","Full match","No results","No results",-2.66,639.03967,638.0324,15.105,538330.914902168,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",454237.431783409,409163.769613636,450984.088505706,218191.437072608,538330.914902168,195135.907006759,264571.510182035,367919.332115626,338279.403542719,258613.71525853,327175.164962268,341439.313214311,189831.570192075,185797.934142839,189727.928615728,304277.069788146,208261.508502962,160281.593608121,104724.689518434,38806.4395760544,51285.9573740951,63546.7359288206,5.9,7,6.4,5.5,8,4.5,5.3,7,5.9,5.3,5.9,5.9,7.2,5,4.5,5.9,5.5,5.5,2.8,4.7,3,7.9,NA
NA,FALSE,NA,"C42 H85 O10 P","Full match","No results","No results",1.01,780.58883,779.58155,4.046,538291.597190188,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",276148.520270438,207893.852781106,321466.760431769,165097.775006415,215945.267365551,396842.580281384,124914.025851947,538291.597190188,390412.277880719,154011.836148781,150406.390423814,155016.667611859,160646.713425682,219653.713738944,214059.121078248,153787.403589934,164054.228492841,325686.397232865,129847.036224127,169286.796326624,195927.130990055,122167.190028392,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3.4,NA,NA,3.9,NA,NA,NA,5.9,NA,6.1,5.5,NA,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,628.07589,627.06861,12.159,538247.759793653,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",38001.8489921642,145702.006274232,76445.9960812096,53845.5486823554,99507.5608828477,40271.5610644171,42778.4852490043,91498.4550444651,51262.7488858098,109687.395573183,538247.759793653,372779.328856619,40279.0205789211,381396.389573423,365271.076457131,113576.475673899,329325.132572322,100516.185609506,36285.4764976123,275012.383034857,237357.1203649,69925.9040002441,4.7,1.2,3.6,3,NA,2.5,NA,7.2,2.5,1.7,2.1,1,NA,2.6,1.5,2.3,1.5,0.7,NA,1.5,1.7,6.8,NA
NA,FALSE,NA,"C16 H35 N4 O5 P","Full match","No results","No results",2.43,394.23547,393.22819,4.075,538101.449481015,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",109819.158451281,206321.353472502,234501.568746981,131283.545816067,161781.821264167,176557.405142125,123969.182045075,181091.885642831,387459.217803062,78823.1570955973,411877.943563012,538101.449481015,78290.7381649522,433504.593821193,95900.7016461084,76651.8362831053,113188.610678799,158466.402816553,128864.879359192,100489.615577541,61746.1967877977,101097.205522597,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,5.3,6.4,NA,4.8,NA,NA,7.2,7.7,NA,2.8,NA,NA,4.3
NA,FALSE,NA,"C12 H22 S4","Full match","No results","No results",3.79,294.06155,293.05427,4.387,538064.678033228,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",234623.365259637,371720.061643453,219977.093755561,174930.555336804,280207.063683929,233467.172901219,204522.06825475,538064.678033228,271126.610285103,156735.945105578,370329.043357826,394731.47847993,148409.563068717,247046.718147314,293228.506496584,178921.231809586,304465.908678822,294422.188173772,115185.824380443,166170.735472897,203695.190346232,111558.022662007,4.5,4.8,5,4.5,5.9,5,6.1,7,7.5,7.7,4.2,7.5,3.4,6.1,8,6.1,6.4,7.5,8.3,7.7,5,5,NA
