"Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: ChemSpider Search","Annot. Source: MassList Search","Annot. DeltaMass [Da]","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: metabolites list_230424_ForCD","MS2","Reference Ion","Area: 2M_22_pos.raw (F3)","Area: 2M_31_pos.raw (F4)","Area: 2M_20_pos.raw (F5)","Area: 2M_26_pos.raw (F6)","Area: 2M_23_pos.raw (F7)","Area: 2M_17_pos.raw (F8)","Area: 2M_33_pos.raw (F9)","Area: 2M_16_pos.raw (F10)","Area: 1M_09_pos.raw (F13)","Area: 1M_07_pos.raw (F14)","Area: 1M_11_pos.raw (F15)","Area: 1M_06_pos.raw (F16)","Area: 1M_10_pos.raw (F17)","Area: 4M_05_pos.raw (F19)","Area: 1M_05_pos.raw (F20)","Area: 4M_04_pos.raw (F21)","Area: 1M_02_pos.raw (F22)","Area: 4M_03_pos.raw (F23)","Area: 1M_04_pos.raw (F24)","Area: 4M_02_pos.raw (F25)","Area: 1M_01_pos.raw (F26)","Area: 4M_01_pos_20250210171958.raw (F27)","Group Area: 2M_22_pos","Group Area: 2M_31_pos","Group Area: 2M_20_pos","Group Area: 2M_26_pos","Group Area: 2M_23_pos","Group Area: 2M_17_pos","Group Area: 2M_33_pos","Group Area: 2M_16_pos","Group Area: 1M_09_pos","Group Area: 1M_07_pos","Group Area: 1M_11_pos","Group Area: 1M_06_pos","Group Area: 1M_10_pos","Group Area: 4M_05_pos","Group Area: 1M_05_pos","Group Area: 4M_04_pos","Group Area: 1M_02_pos","Group Area: 4M_03_pos","Group Area: 1M_04_pos","Group Area: 4M_02_pos","Group Area: 1M_01_pos","Group Area: 4M_01_pos_20250210171958","Peak Rating: 2M_22_pos.raw (F3)","Peak Rating: 2M_31_pos.raw (F4)","Peak Rating: 2M_20_pos.raw (F5)","Peak Rating: 2M_26_pos.raw (F6)","Peak Rating: 2M_23_pos.raw (F7)","Peak Rating: 2M_17_pos.raw (F8)","Peak Rating: 2M_33_pos.raw (F9)","Peak Rating: 2M_16_pos.raw (F10)","Peak Rating: 1M_09_pos.raw (F13)","Peak Rating: 1M_07_pos.raw (F14)","Peak Rating: 1M_11_pos.raw (F15)","Peak Rating: 1M_06_pos.raw (F16)","Peak Rating: 1M_10_pos.raw (F17)","Peak Rating: 4M_05_pos.raw (F19)","Peak Rating: 1M_05_pos.raw (F20)","Peak Rating: 4M_04_pos.raw (F21)","Peak Rating: 1M_02_pos.raw (F22)","Peak Rating: 4M_03_pos.raw (F23)","Peak Rating: 1M_04_pos.raw (F24)","Peak Rating: 4M_02_pos.raw (F25)","Peak Rating: 1M_01_pos.raw (F26)","Peak Rating: 4M_01_pos_20250210171958.raw (F27)"
NA,FALSE,NA,"C36 H67 N O2","Full match","No results","No results","No results",-0.00065,-1.19,545.51653,546.52383,2.39,13319146.585343,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",3300938.51410586,4150463.2991323,5800253.99691812,13319146.585343,4746703.14426927,8046429.30859076,2537536.43298842,4005210.34743524,3807441.0197184,7647928.7036845,3020424.19128069,482021.901083672,2443752.94599575,8288394.41368329,2693331.46717629,8720274.28942226,2575795.5640732,8138106.71308249,1349863.39084142,786506.676524745,1602371.35892983,2005466.89203814,3300938.51410586,4150463.2991323,5800253.99691812,13319146.585343,4746703.14426927,8046429.30859076,2537536.43298842,4005210.34743524,3807441.0197184,7647928.7036845,3020424.19128069,482021.901083672,2443752.94599575,8288394.41368329,2693331.46717629,8720274.28942226,2575795.5640732,8138106.71308249,1349863.39084142,786506.676524745,1602371.35892983,2005466.89203814,6.2,6.2,5.7,8.4,6.2,7.8,8.6,5.7,8.4,1.8,6.7,7.2,8.6,8.4,4.2,9.5,4.2,6.2,4.8,7.5,5.9,8.6
NA,FALSE,NA,"C14 H29 N O6","Full match","No results","No results","No results",-4e-04,-1.29,307.19909,308.20634,2.373,5473387.8122287,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",17195.3863253646,5473387.8122287,7162.81091213833,1673843.5173526,118565.679371376,13786.8526926333,17549.0250264075,24756.2809130688,51483.7596044303,37703.0867487519,650792.291407803,30648.9322895786,14055.2715579153,20892.9617126256,1038161.24711846,169343.875322506,363435.827321673,15976.6110891592,290465.360008983,33206.399150567,691100.294624287,1157278.17646178,17195.3863253646,5473387.8122287,7162.81091213833,1673843.5173526,118565.679371376,13786.8526926333,17549.0250264075,24756.2809130688,51483.7596044303,37703.0867487519,650792.291407803,30648.9322895786,14055.2715579153,20892.9617126256,1038161.24711846,169343.875322506,363435.827321673,15976.6110891592,290465.360008983,33206.399150567,691100.294624287,1157278.17646178,1.1,6.2,NA,7.5,5.8,NA,NA,2.2,3.8,7.1,8.3,NA,NA,NA,5.9,2.5,2.8,NA,6.6,NA,5,8
NA,FALSE,NA,"C3 H9 N9 O S2","Full match","No results","No results","No results",-0.00216,-8.59,251.03499,252.04227,11.892,16162141.0526145,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",89533.0527263995,109072.437850225,194044.988453314,95425.7058914605,336029.627475536,107523.686770835,160925.475222398,78688.6066011093,14595252.1522846,14393583.0893533,8298480.35113864,9707902.58404494,6636276.53071501,85179.046073397,16162141.0526145,87298.4318853327,13283775.5403441,78775.0293731916,12417248.9641425,74586.1365701767,11926816.3482818,69663.2221307866,89533.0527263995,109072.437850225,194044.988453314,95425.7058914605,336029.627475536,107523.686770835,160925.475222398,78688.6066011093,14595252.1522846,14393583.0893533,8298480.35113864,9707902.58404494,6636276.53071501,85179.046073397,16162141.0526145,87298.4318853327,13283775.5403441,78775.0293731916,12417248.9641425,74586.1365701767,11926816.3482818,69663.2221307866,NA,NA,4.7,NA,NA,NA,7.9,NA,7.8,7.8,4,6.2,4,NA,7.3,NA,7.8,NA,7.3,NA,4.6,NA
NA,FALSE,NA,"C42 H75 N9 O3 P2","Invalid mass","No results","No results","No results",0.69928,857.44,816.24609,817.9631,2.576,707061.25927502,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",37326.4464629332,198121.320059664,8823.82247724278,304511.389017889,86902.558054357,50279.0923810859,127215.292569854,39728.1526886837,707061.25927502,7136.76353610202,260712.896553589,366435.314677823,439647.921185231,649492.763819551,460889.841629049,604996.601832658,112054.1877266,342269.200950221,306528.526576954,416756.020634019,500355.693779025,42436.2269367809,37326.4464629332,198121.320059664,8823.82247724278,304511.389017889,86902.558054357,50279.0923810859,127215.292569854,39728.1526886837,707061.25927502,7136.76353610202,260712.896553589,366435.314677823,439647.921185231,649492.763819551,460889.841629049,604996.601832658,112054.1877266,342269.200950221,306528.526576954,416756.020634019,500355.693779025,42436.2269367809,0.5,4.7,6.5,3.9,6,4.3,3,6.5,7.2,NA,3.6,6.6,5,5.5,7.7,6.1,6.8,3.4,3.9,2.8,7.7,6
NA,FALSE,NA,"C10 H23 N O3","Full match","No results","No results","No results",0.00149,7.27,205.16928,428.37239,2.995,6385420.869811,0,NA,NA,NA,"No matches found","No MS2","[2M+NH4]+1",4535330.45230307,508283.505802099,2724626.37867463,6385420.869811,438446.588191412,3681935.0009599,2518358.58358138,3214877.50136855,5254683.01185583,3398352.72741726,1920239.07735002,3305634.43226612,1735416.95150851,1670890.10088193,2429696.44645309,3000524.97869209,763994.615592624,977581.971993843,3610643.27394318,1470679.25267405,510595.508714807,2045198.96810543,4535330.45230307,508283.505802099,2724626.37867463,6385420.869811,438446.588191412,3681935.0009599,2518358.58358138,3214877.50136855,5254683.01185583,3398352.72741726,1920239.07735002,3305634.43226612,1735416.95150851,1670890.10088193,2429696.44645309,3000524.97869209,763994.615592624,977581.971993843,3610643.27394318,1470679.25267405,510595.508714807,2045198.96810543,8.9,6.6,7,7.8,7.7,7.8,8.6,7.8,7.3,NA,3.2,9.5,3.7,5.3,7.5,7.8,2.1,3.7,7.3,5.3,7.7,8.6
NA,FALSE,NA,NA,"No results","No results","No results","No results",NA,NA,123.12379,124.13107,6.262,3020887.78505942,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",2962.64496413285,139933.219284561,2342.62949810566,2047.18122938299,3964.11908329013,2474.3859406215,27440.7588324007,3020887.78505942,9098.10664364924,2310.86363952275,1516.14575054333,258661.220308657,14719.0397759166,2311.15538825401,19089.7368215992,2330.87111055425,2202.80794104207,94051.9906096471,14113.5718241019,91127.2766306937,3366.79898080541,2876.30969107937,2962.64496413285,139933.219284561,2342.62949810566,2047.18122938299,3964.11908329013,2474.3859406215,27440.7588324007,3020887.78505942,9098.10664364924,2310.86363952275,1516.14575054333,258661.220308657,14719.0397759166,2311.15538825401,19089.7368215992,2330.87111055425,2202.80794104207,94051.9906096471,14113.5718241019,91127.2766306937,3366.79898080541,2876.30969107937,NA,2.5,NA,6.5,6.5,NA,4.9,5.7,NA,NA,NA,7.4,6.5,NA,6.5,NA,NA,3.6,NA,7.1,NA,NA
NA,FALSE,NA,"C24 H38 N2 O2 S","Full match","No results","No results","No results",0.00127,3.04,418.26667,854.56717,3.03,6866935.19278698,0,NA,NA,NA,"No matches found","DDA for other ion","[2M+NH4]+1",503267.26451171,74625.1835002928,1894256.97795253,4622879.36592957,867918.481486325,6866935.19278698,2053293.42760584,102326.685068462,68504.6865560441,5282296.68204287,1377441.5120847,1365733.53461117,2000030.19003083,5478311.4893074,1053622.08748001,2236482.83281229,642981.122179156,1531157.67448148,1496784.75395413,1797492.13823324,1634166.77309423,3360089.14046823,503267.26451171,74625.1835002928,1894256.97795253,4622879.36592957,867918.481486325,6866935.19278698,2053293.42760584,102326.685068462,68504.6865560441,5282296.68204287,1377441.5120847,1365733.53461117,2000030.19003083,5478311.4893074,1053622.08748001,2236482.83281229,642981.122179156,1531157.67448148,1496784.75395413,1797492.13823324,1634166.77309423,3360089.14046823,5,7.6,8.6,NA,5.9,5.7,8,3,3.8,8.9,1.5,8,NA,5.7,7.5,7,NA,4.8,5.9,9.1,9.1,8.4
NA,FALSE,NA,"C6 H4 N2 O6","Full match","No results","No match","No results",0.00142,7.08,200.00835,201.01562,14.691,18213455.5453092,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",14950582.7162462,18213455.5453092,1057896.1530246,3658360.43566534,1331471.67695307,50566.0718862548,282930.790547047,41620.6897828132,42496.1067583787,310233.963600065,97673.1630500412,897358.399404596,42221.43887009,42285.314014024,56410.6226839584,2046504.230326,144252.396237639,14194690.7843353,42508.9754652411,212450.583285952,14176140.7041709,1033857.89221549,14950582.7162462,18213455.5453092,1057896.1530246,3658360.43566534,1331471.67695307,50566.0718862548,282930.790547047,41620.6897828132,42496.1067583787,310233.963600065,97673.1630500412,897358.399404596,42221.43887009,42285.314014024,56410.6226839584,2046504.230326,144252.396237639,14194690.7843353,42508.9754652411,212450.583285952,14176140.7041709,1033857.89221549,8.4,8.4,3.7,6.7,4.8,NA,0.7,NA,NA,1.2,0.9,3.2,NA,NA,NA,5.3,NA,8.4,NA,0.9,7.8,3.7
NA,FALSE,NA,"C5 H N6 O P","Full match","No results","No results","No results",-0.00052,-2.69,191.99443,193.00207,5.084,182808128.1778,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",142388641.998738,89016236.7196199,153589978.401347,102890148.203118,69848959.0134787,151733094.766738,151603970.314054,76573696.3745836,131319374.833244,149265399.054738,76717194.3094825,146040054.499582,53924327.2777043,148129517.628945,78328685.1397896,157040245.574475,124688107.846486,133364846.782533,130040997.237581,68362891.1730259,103203836.986054,182808128.1778,142388641.998738,89016236.7196199,153589978.401347,102890148.203118,69848959.0134787,151733094.766738,151603970.314054,76573696.3745836,131319374.833244,149265399.054738,76717194.3094825,146040054.499582,53924327.2777043,148129517.628945,78328685.1397896,157040245.574475,124688107.846486,133364846.782533,130040997.237581,68362891.1730259,103203836.986054,182808128.1778,3.5,1.8,4,2.4,1.8,2.9,1.8,1.3,2.9,4,1.3,4,1.3,4,1.8,4,4,2.9,1.8,1.8,1.8,4
NA,FALSE,NA,"C12 H31 N5 O16 P2 S2","Full match","No results","No results","No results",-0.00105,-1.67,627.0672,628.07448,11.855,17531668.9235186,0,NA,NA,NA,"No matches found","No MS2","[M+H]+1",15795798.2737699,17531668.9235186,10289082.7550212,10246687.303152,15106488.20195,12646379.0525619,16748146.0292051,6307800.66863404,7665532.16692587,8530157.76150229,4910682.91041415,6193286.09170471,4115361.06278342,10112379.2913578,9786841.63296533,11318367.7772469,4341086.53381136,9392760.18588179,7220191.41315338,7579984.93380726,9212576.37746286,8896425.31280392,15795798.2737699,17531668.9235186,10289082.7550212,10246687.303152,15106488.20195,12646379.0525619,16748146.0292051,6307800.66863404,7665532.16692587,8530157.76150229,4910682.91041415,6193286.09170471,4115361.06278342,10112379.2913578,9786841.63296533,11318367.7772469,4341086.53381136,9392760.18588179,7220191.41315338,7579984.93380726,9212576.37746286,8896425.31280392,4.6,2.9,2.9,4.6,3.5,6.2,5.1,4.6,4.6,4.6,3.5,3.5,4.6,7.3,4.6,3.5,5.7,4.6,3.5,2.4,2.4,4
NA,FALSE,NA,"C43 H87 N5 O5 P2","Full match","No results","No results","No results",-0.0052,-6.37,815.61305,816.62032,3.05,11812870.5084934,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",3445036.29955305,8178031.3678345,9078033.13829495,3305815.16377954,1156211.54098836,10460815.500871,7041257.30969814,6168426.01498311,7451109.40577402,6363600.35767652,2929743.36375075,4586873.25394142,4201289.69946501,6160159.40670338,136701.071130806,11812870.5084934,5972120.21743172,4138306.15401887,1045350.50917201,8664301.77756219,4022244.98722608,9303805.50365833,3445036.29955305,8178031.3678345,9078033.13829495,3305815.16377954,1156211.54098836,10460815.500871,7041257.30969814,6168426.01498311,7451109.40577402,6363600.35767652,2929743.36375075,4586873.25394142,4201289.69946501,6160159.40670338,136701.071130806,11812870.5084934,5972120.21743172,4138306.15401887,1045350.50917201,8664301.77756219,4022244.98722608,9303805.50365833,3.5,4.6,6.7,7.8,4.8,6.2,7.3,4,7.3,8.4,6.2,8.4,2.4,8.4,6.8,7.8,4.6,7.8,5.3,6.7,5.1,7.8
NA,FALSE,NA,"C24 H53 N8 O5 P","Full match","No results","No results","No results",0.00171,3.03,564.38937,582.42319,4.064,4101658.23142788,0,NA,NA,NA,"No matches found","DDA for other ion","[M+NH4]+1",1759136.62590399,1503334.71723492,3332701.91244287,2723575.14308597,1409033.76340391,4101658.23142788,1074235.47806968,2767411.73132003,880910.27830037,1250482.23422914,390089.952570643,227898.505037315,688603.771846548,1700643.05184672,814882.425621444,1488585.20598324,1531098.44966177,671148.693652362,849106.573505857,773699.099124468,1180274.3059075,435949.265287924,1759136.62590399,1503334.71723492,3332701.91244287,2723575.14308597,1409033.76340391,4101658.23142788,1074235.47806968,2767411.73132003,880910.27830037,1250482.23422914,390089.952570643,227898.505037315,688603.771846548,1700643.05184672,814882.425621444,1488585.20598324,1531098.44966177,671148.693652362,849106.573505857,773699.099124468,1180274.3059075,435949.265287924,8.6,6.4,8.9,9.1,8,9.5,8.6,9.1,8.6,7.5,6.6,7.4,7.2,8,9.1,8.6,5.9,5.5,8.6,8.6,8.6,8.8
NA,FALSE,NA,NA,"No results","No results","No results","No results",NA,NA,53.00658,132.02779,14.158,10087797.559162,0,NA,NA,NA,"No matches found","DDA for other ion","[M+DMSO+H]+1",3679958.94964777,3864994.76978727,2654562.4521607,8837910.40093686,7460526.16207161,6842689.92304887,3618075.74128879,4955248.44568806,6256651.44310018,4530894.92553352,2157476.34464594,7058954.34277962,24069.1565074591,10087797.559162,5645114.2326423,5354330.75236648,1387223.91035117,6454430.41329929,5314150.52719287,8230301.9695254,2956653.72747857,5159977.28580674,3679958.94964777,3864994.76978727,2654562.4521607,8837910.40093686,7460526.16207161,6842689.92304887,3618075.74128879,4955248.44568806,6256651.44310018,4530894.92553352,2157476.34464594,7058954.34277962,24069.1565074591,10087797.559162,5645114.2326423,5354330.75236648,1387223.91035117,6454430.41329929,5314150.52719287,8230301.9695254,2956653.72747857,5159977.28580674,6.2,7.8,9.1,5.1,4,7.8,6.7,6.7,NA,5.1,4.8,6.7,4.3,4,4.6,2.9,6.4,2.9,5.1,8.4,7.3,7.8
NA,FALSE,NA,"C24 H46 N2 O4","Full match","No results","No match","No results",-3e-05,-0.06,426.34573,427.356,2.384,223285.245891827,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",223285.245891827,78704.5264325595,133781.770209024,198397.161013454,76314.5278132048,192715.082207375,130510.375282322,64545.7714549722,130819.794077397,212372.678342849,54591.5068256429,52364.8583730599,26324.1023690034,112174.362977798,38015.949536121,105802.370451722,62385.5982247246,43276.8156290972,82615.1428771257,53264.8574478912,151424.007808826,24612.0556636143,223285.245891827,78704.5264325595,133781.770209024,198397.161013454,76314.5278132048,192715.082207375,130510.375282322,64545.7714549722,130819.794077397,212372.678342849,54591.5068256429,52364.8583730599,26324.1023690034,112174.362977798,38015.949536121,105802.370451722,62385.5982247246,43276.8156290972,82615.1428771257,53264.8574478912,151424.007808826,24612.0556636143,3,0.5,6.3,1.4,5.4,0.9,8.5,2.7,0.9,1.4,0.5,7.1,6.5,2,6.5,5.8,2.2,0.5,1.6,NA,3.6,6.5
NA,FALSE,NA,"C8 H9 O5 P","Full match","No results","No results","No results",-0.00079,-3.67,216.01797,217.02542,11.541,3466927.94759593,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",1255480.07534977,1488242.69754742,842340.64421583,674629.045604973,700555.611195347,2117670.21132551,3466927.94759593,1235618.22510535,1639040.62344648,1120586.15464454,490052.041649552,858635.012040966,332919.252407182,1709151.04236709,1224870.7822901,1870778.45806739,1466012.78501742,1238604.93667939,1355173.73023317,882737.771113716,649870.803146533,2576567.11051666,1255480.07534977,1488242.69754742,842340.64421583,674629.045604973,700555.611195347,2117670.21132551,3466927.94759593,1235618.22510535,1639040.62344648,1120586.15464454,490052.041649552,858635.012040966,332919.252407182,1709151.04236709,1224870.7822901,1870778.45806739,1466012.78501742,1238604.93667939,1355173.73023317,882737.771113716,649870.803146533,2576567.11051666,1,4.2,1,NA,2.3,1.5,1.3,2.6,3.7,1,NA,1,3.4,1.5,2.1,3.7,4.8,1.5,3.2,1.5,NA,1
NA,FALSE,NA,"C24 H56 N9 O5 P","Full match","No results","No results","No results",0.00157,2.7,581.41577,582.42305,4.07,4101658.23142788,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",692389.666191318,1503334.71723492,3332701.91244287,2723575.14308597,1409033.76340391,4101658.23142788,1074235.47806968,2767411.73132003,880910.27830037,1250482.23422914,390089.952570643,227898.505037315,688603.771846548,1700643.05184672,814882.425621444,1488585.20598324,1531098.44966177,671148.693652362,849106.573505857,773699.099124468,1180274.3059075,435949.265287924,692389.666191318,1503334.71723492,3332701.91244287,2723575.14308597,1409033.76340391,4101658.23142788,1074235.47806968,2767411.73132003,880910.27830037,1250482.23422914,390089.952570643,227898.505037315,688603.771846548,1700643.05184672,814882.425621444,1488585.20598324,1531098.44966177,671148.693652362,849106.573505857,773699.099124468,1180274.3059075,435949.265287924,5,6.4,8.9,9.1,8,9.5,8.6,9.1,8.6,7.5,6.6,7.4,7.2,8,9.1,8.6,5.9,5.5,8.6,8.6,8.6,8.8
NA,FALSE,NA,"C2 H N2 O P3","Full match","No results","No results","No results",0.00051,3.15,161.93068,184.91986,17.062,1669982.83470608,0,NA,NA,NA,"No matches found","DDA for other ion","[M+Na]+1",1293952.72610142,1465937.26128622,1351963.12851172,772530.906786135,1435574.24847145,1268258.52497476,1669982.83470608,512846.128583544,1200558.94960088,1184199.23642224,1174275.22141338,509644.83100212,529549.801261202,536803.211896168,1262695.99523033,1155836.87875494,1204040.57849102,971201.680117968,482125.252879514,480051.180879921,1444720.37316799,908318.25379078,1293952.72610142,1465937.26128622,1351963.12851172,772530.906786135,1435574.24847145,1268258.52497476,1669982.83470608,512846.128583544,1200558.94960088,1184199.23642224,1174275.22141338,509644.83100212,529549.801261202,536803.211896168,1262695.99523033,1155836.87875494,1204040.57849102,971201.680117968,482125.252879514,480051.180879921,1444720.37316799,908318.25379078,5.3,5.9,5.9,7.5,5.9,5.3,7.5,6.6,5.9,5.3,4.2,7.2,6.6,6.6,6.4,6.4,7.5,4.8,7.2,6.1,7,8
NA,FALSE,NA,"C8 H11 N5","Full match","No results","No match","No results",-0.00025,-1.41,177.1012,178.10847,1.456,6354963.80137242,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",204656.597496581,953233.568886749,1280065.33677449,5789143.92312428,23319.0335558104,14866.5347630363,141028.727603626,2119027.57537627,34797.5839038826,16206.6037057402,125253.811165113,3952941.88366398,6354963.80137242,3485.31727386498,519154.31002226,12514.55704947,3033594.60968068,5157841.21557086,70855.6918301332,2401899.68466895,1490784.3637609,5771.41519510584,204656.597496581,953233.568886749,1280065.33677449,5789143.92312428,23319.0335558104,14866.5347630363,141028.727603626,2119027.57537627,34797.5839038826,16206.6037057402,125253.811165113,3952941.88366398,6354963.80137242,3485.31727386498,519154.31002226,12514.55704947,3033594.60968068,5157841.21557086,70855.6918301332,2401899.68466895,1490784.3637609,5771.41519510584,7.9,8.6,2.1,3.5,4.3,6.5,4.7,4.8,8.2,1.1,7.4,2.4,4,NA,7.2,6.5,3.5,1.8,2.2,3.2,2.1,NA
NA,FALSE,NA,"C37 H68 N6 O2","Full match","No results","No results","No results",0.00376,5.98,628.54413,629.5504,2.824,2413823.28883946,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",139676.463503883,153323.625410967,186590.891067511,143877.74568011,106090.909149172,84511.4630233118,256979.505516959,22717.5984068811,23863.5372551809,49104.3724105585,88377.6749690678,538849.4057326,98663.7859547439,518358.633532615,8323.51386317451,430151.801927026,2413823.28883946,211629.069504507,17571.9480095849,324984.978460171,10642.2780683795,395259.91809828,139676.463503883,153323.625410967,186590.891067511,143877.74568011,106090.909149172,84511.4630233118,256979.505516959,22717.5984068811,23863.5372551809,49104.3724105585,88377.6749690678,538849.4057326,98663.7859547439,518358.633532615,8323.51386317451,430151.801927026,2413823.28883946,211629.069504507,17571.9480095849,324984.978460171,10642.2780683795,395259.91809828,1.4,3,4.1,9,4.7,1.6,4.1,NA,NA,0,NA,NA,NA,7.7,NA,3.9,8,4.7,7.6,3.9,4.9,8.8
NA,FALSE,NA,"C8 H15 N2 O5 P","Full match","No results","No results","No results",-0.00084,-3.36,250.07102,234.05175,11.494,148395729.157472,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H-NH3]+1",64280525.5297625,49539402.4655548,51364251.6229807,3483123.3749784,34323788.9353342,99065001.0654006,148395729.157472,37716038.7728861,57559322.8578185,22116469.6499267,36023962.3821614,15361844.9840138,37588437.7899548,91043102.3323505,24850691.03635,61667273.9373759,55942511.8714799,62781846.2066332,35286613.6698021,37839077.1468705,67599345.4096756,101523328.773445,64280525.5297625,49539402.4655548,51364251.6229807,3483123.3749784,34323788.9353342,99065001.0654006,148395729.157472,37716038.7728861,57559322.8578185,22116469.6499267,36023962.3821614,15361844.9840138,37588437.7899548,91043102.3323505,24850691.03635,61667273.9373759,55942511.8714799,62781846.2066332,35286613.6698021,37839077.1468705,67599345.4096756,101523328.773445,4.6,4.6,4.6,3.5,2.4,4.6,5.1,4,3.5,4,2.9,1.8,4,4.6,2.9,6.2,5.1,4,2.9,4.6,2.9,4
NA,FALSE,NA,NA,"No results","No results","No results","No results",NA,NA,794.5668,795.57192,2.987,6419333.59790599,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",362820.444540374,5539392.84225379,2829454.82011391,6282639.39791548,1716616.44563822,2083849.2718989,6419333.59790599,1189863.23223846,171179.716322061,4738392.56736562,883215.387341421,1781201.31060937,2028519.78027558,3135603.42829811,3161541.89315036,3862982.60227881,2073290.32192296,910417.82443161,2049822.8873181,2035621.73261094,1476672.06551079,2904999.28587002,362820.444540374,5539392.84225379,2829454.82011391,6282639.39791548,1716616.44563822,2083849.2718989,6419333.59790599,1189863.23223846,171179.716322061,4738392.56736562,883215.387341421,1781201.31060937,2028519.78027558,3135603.42829811,3161541.89315036,3862982.60227881,2073290.32192296,910417.82443161,2049822.8873181,2035621.73261094,1476672.06551079,2904999.28587002,6.1,NA,7.8,7.8,8.6,4.8,6.7,4.8,4.1,6.2,5.9,7,3.2,5.7,2.9,7.8,4.2,3.2,4.8,7.5,7.5,6.7
NA,FALSE,NA,NA,"No results","No results","No results","No results",NA,NA,162.15106,342.33594,7.948,30810197.5188955,0,NA,NA,NA,"No matches found","DDA for other ion","[2M+NH4]+1",2477565.20866314,1185268.19420812,651225.829244309,1603083.91569986,8734836.69887221,19145785.2400629,461144.122297907,836887.224824193,597194.457347411,3735696.09857608,3904298.53234536,655006.601174714,16730873.9795634,14232223.4398955,895990.597493934,7595060.65970901,24259577.8529602,6994447.00680027,30810197.5188955,6866085.50252639,6520587.03414089,15576822.5320656,2477565.20866314,1185268.19420812,651225.829244309,1603083.91569986,8734836.69887221,19145785.2400629,461144.122297907,836887.224824193,597194.457347411,3735696.09857608,3904298.53234536,655006.601174714,16730873.9795634,14232223.4398955,895990.597493934,7595060.65970901,24259577.8529602,6994447.00680027,30810197.5188955,6866085.50252639,6520587.03414089,15576822.5320656,NA,1,NA,4.8,4,2.4,NA,8.6,0.7,4.6,4.6,7.7,4,4,7.5,4.6,2.4,4,2.4,4,4.6,4
NA,FALSE,NA,"C36 H82 N9 P3 S","Full match","No results","No match","No results",0.00335,4.38,765.56602,766.57333,3.694,3631416.99836032,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",1741104.52277558,1770063.70354389,3546509.07684462,2709931.99483397,18321.1519523166,3631416.99836032,2415366.37286255,1134878.26770536,2339069.03608683,6250.50856676949,690842.074426298,51543.350623874,1489415.32819233,2909059.57648468,1057746.56753549,3444411.5337091,511571.609302393,2444397.63634102,2099522.37594021,3470854.15695557,2850977.56508245,2970697.56504717,1741104.52277558,1770063.70354389,3546509.07684462,2709931.99483397,18321.1519523166,3631416.99836032,2415366.37286255,1134878.26770536,2339069.03608683,6250.50856676949,690842.074426298,51543.350623874,1489415.32819233,2909059.57648468,1057746.56753549,3444411.5337091,511571.609302393,2444397.63634102,2099522.37594021,3470854.15695557,2850977.56508245,2970697.56504717,5.3,4.8,10,9.1,2.2,8.4,6.4,7.5,7,6.5,NA,7.1,5.9,8.9,7.5,9.5,3.4,7.5,5.3,8.9,7.3,7.3
NA,FALSE,NA,"C22 H33 N2 P","Invalid mass","No results","No results","No results",0.00356,10,356.2417,357.24897,20.964,27977892.6315165,0,NA,NA,NA,"No matches found","No MS2","[M+H]+1",6691680.98979956,7764945.67689771,13225060.5339635,13187140.7163336,12763942.4196065,15668142.6628326,11252782.8678799,12632438.4261518,11398691.6420838,13193089.5758705,21107818.4094247,7396901.58639859,12979848.6713372,5907574.46974637,18304275.9317931,11229512.2733841,27977892.6315165,7428622.84804639,17202475.0292856,7237360.46505781,9714456.64081387,11963090.5176258,6691680.98979956,7764945.67689771,13225060.5339635,13187140.7163336,12763942.4196065,15668142.6628326,11252782.8678799,12632438.4261518,11398691.6420838,13193089.5758705,21107818.4094247,7396901.58639859,12979848.6713372,5907574.46974637,18304275.9317931,11229512.2733841,27977892.6315165,7428622.84804639,17202475.0292856,7237360.46505781,9714456.64081387,11963090.5176258,6.7,6.7,7.8,7.3,6.7,6.7,6.7,7.3,7.3,6.7,7.8,7.3,8.4,7.3,7.3,6.7,8.4,7.3,8.4,7.3,7.8,7.3
