"tissue","raw.file","sequence.id","ion.mode","sample","cohort","timepoint","name","formula","medrt","medmz","ion.count"
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","Linoleic acid","C18H32O2",2.2255,279.734528,131431848
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","Oleic acid","C18H34O2",2.208,282.251953,174264016
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","Palmitic acid","C16H32O2",2.238,256.738342,113679304
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","Pyruvic acid","C3H4O3",3.755,88.0121,22382152
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","Stearic acid","C18H36O2",2.198,284.76947,62999420
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","Valine","C5H11NO2",11.9165,116.570152,3134947.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","Valine-C13N15","C5H11NO2",11.926,122.085609,705052.56
"Serum","0100 and 0200 STD Compound List negative.csv","3M1_sys_sac_neg","nega","3M1","3","sys_sac","alpha-D-Glucose","C6H12O6",12.788,180.560341,9024723
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,756903
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Arachidonic acid","C20H32O2",2.1925,305.741516,19780100
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Citric acid","C6H8O7",15.183,191.01976,0
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","D-Tryptophan","C11H12N2O2",9.496,204.5862045,2369229.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Glycine","C2H5NO2",14.387,74.024841,218891.2
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Alanine","C3H7NO2",14.045,88.5421295,3573374.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Arginine","C6H14N4O2",18.337,173.104416,221425.12
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Asparagine","C4H8N2O3",14.548,131.045731,177003.92
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Aspartic acid","C4H7NO4",14.634,132.030319,54866.02
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Cystine","C6H12N2O4S2",15.195,239.016739,1688.88
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,442765.88
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Glutamine","C5H10N2O3",14.489,146.05928,3544730
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Histidine","C6H9N3O2",14.662,154.062378,32055.67
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Isoleucine","C6H13NO2",10.4725,130.5890505,3894510.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Lactic acid","C3H6O3",8.0075,89.526058,37546576
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Leucine","C6H13NO2",9.946,130.589043,5776749.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Lysine","C6H14N2O2",18.448,145.596428,449430.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Methionine","C5H11NO2S",10.732,148.0439,665887.69
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Phenylalanine","C9H11NO2",9.527,165.076538,4251884.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Proline","C5H9NO2",12.663,114.5577165,1416480.38
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Serine","C3H7NO3",14.571,104.035301,212108.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Threonine","C4H9NO3",14.098,118.050842,742617.69
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","L-Tyrosine","C9H11NO3",11.515,180.066528,1071936
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Linoleic acid","C18H32O2",2.2255,279.734528,152054528
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Oleic acid","C18H34O2",2.208,282.251953,142044368
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Palmitic acid","C16H32O2",2.238,256.738342,115894264
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Pyruvic acid","C3H4O3",3.755,88.0121,27777578
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Stearic acid","C18H36O2",2.198,284.76947,53337008
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Valine","C5H11NO2",11.9165,116.570152,2349135.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","Valine-C13N15","C5H11NO2",11.926,122.085609,634038.81
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_pv_neg","nega","3M21","3","pv","alpha-D-Glucose","C6H12O6",12.788,180.560341,7638220.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,257373.08
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Arachidonic acid","C20H32O2",2.1925,305.741516,17432272
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Citric acid","C6H8O7",15.183,191.01976,88100.48
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","D-Tryptophan","C11H12N2O2",9.496,204.5862045,6115064.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Glycine","C2H5NO2",14.387,74.024841,369102.59
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Alanine","C3H7NO2",14.045,88.5421295,1936971.62
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Arginine","C6H14N4O2",18.337,173.104416,238690.8
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Asparagine","C4H8N2O3",14.548,131.045731,161299.8
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Aspartic acid","C4H7NO4",14.634,132.030319,361485.84
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Cystine","C6H12N2O4S2",15.195,239.016739,7385.54
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,241132.08
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Glutamine","C5H10N2O3",14.489,146.05928,3377126.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Histidine","C6H9N3O2",14.662,154.062378,363862.59
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Isoleucine","C6H13NO2",10.4725,130.5890505,7358079.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Lactic acid","C3H6O3",8.0075,89.526058,96475608
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Leucine","C6H13NO2",9.946,130.589043,12563384
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Lysine","C6H14N2O2",18.448,145.596428,806571
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Methionine","C5H11NO2S",10.732,148.0439,2223203.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Phenylalanine","C9H11NO2",9.527,165.076538,9358684
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Proline","C5H9NO2",12.663,114.5577165,4816389.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Serine","C3H7NO3",14.571,104.035301,165943.58
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Threonine","C4H9NO3",14.098,118.050842,1630827.38
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","L-Tyrosine","C9H11NO3",11.515,180.066528,3679640
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Linoleic acid","C18H32O2",2.2255,279.734528,85826848
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Oleic acid","C18H34O2",2.208,282.251953,125075968
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Palmitic acid","C16H32O2",2.238,256.738342,107454120
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Pyruvic acid","C3H4O3",3.755,88.0121,22233310
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Stearic acid","C18H36O2",2.198,284.76947,70304752
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Valine","C5H11NO2",11.9165,116.570152,5775292.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","Valine-C13N15","C5H11NO2",11.926,122.085609,806021.94
"Serum","0100 and 0200 STD Compound List negative.csv","3M21_sys_sac_neg","nega","3M21","3","sys_sac","alpha-D-Glucose","C6H12O6",12.788,180.560341,7750846
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,818114.19
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Arachidonic acid","C20H32O2",2.1925,305.741516,19132406
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Citric acid","C6H8O7",15.183,191.01976,82137.94
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","D-Tryptophan","C11H12N2O2",9.496,204.5862045,2262129.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Glycine","C2H5NO2",14.387,74.024841,213935.61
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Alanine","C3H7NO2",14.045,88.5421295,3300981.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Arginine","C6H14N4O2",18.337,173.104416,85238.99
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Asparagine","C4H8N2O3",14.548,131.045731,137039.06
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Aspartic acid","C4H7NO4",14.634,132.030319,57842.93
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Cystine","C6H12N2O4S2",15.195,239.016739,7463
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,494520.53
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Glutamine","C5H10N2O3",14.489,146.05928,2081053.62
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Histidine","C6H9N3O2",14.662,154.062378,60649.97
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Isoleucine","C6H13NO2",10.4725,130.5890505,5570383.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Lactic acid","C3H6O3",8.0075,89.526058,84249992
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Leucine","C6H13NO2",9.946,130.589043,8013688.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Lysine","C6H14N2O2",18.448,145.596428,713534
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Methionine","C5H11NO2S",10.732,148.0439,1158593
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Phenylalanine","C9H11NO2",9.527,165.076538,4481695.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Proline","C5H9NO2",12.663,114.5577165,3464195.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Serine","C3H7NO3",14.571,104.035301,163695.23
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Threonine","C4H9NO3",14.098,118.050842,770039.19
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","L-Tyrosine","C9H11NO3",11.515,180.066528,1356300.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Linoleic acid","C18H32O2",2.2255,279.734528,121310368
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Oleic acid","C18H34O2",2.208,282.251953,110022488
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Palmitic acid","C16H32O2",2.238,256.738342,90354104
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Pyruvic acid","C3H4O3",3.755,88.0121,18142870
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Stearic acid","C18H36O2",2.198,284.76947,37613984
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Valine","C5H11NO2",11.9165,116.570152,3515868
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","Valine-C13N15","C5H11NO2",11.926,122.085609,870789.06
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_pv_neg","nega","3M26","3","pv","alpha-D-Glucose","C6H12O6",12.788,180.560341,10789181
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,167910.58
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Arachidonic acid","C20H32O2",2.1925,305.741516,22646374
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Citric acid","C6H8O7",15.183,191.01976,31968.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","D-Tryptophan","C11H12N2O2",9.496,204.5862045,3699736.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Glycine","C2H5NO2",14.387,74.024841,250668.64
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Alanine","C3H7NO2",14.045,88.5421295,1451328
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Arginine","C6H14N4O2",18.337,173.104416,176101.7
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Asparagine","C4H8N2O3",14.548,131.045731,99652.07
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Aspartic acid","C4H7NO4",14.634,132.030319,293937.84
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Cystine","C6H12N2O4S2",15.195,239.016739,1972.86
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,156923.77
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Glutamine","C5H10N2O3",14.489,146.05928,2190815.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Histidine","C6H9N3O2",14.662,154.062378,327969.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Isoleucine","C6H13NO2",10.4725,130.5890505,3601311.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Lactic acid","C3H6O3",8.0075,89.526058,58225216
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Leucine","C6H13NO2",9.946,130.589043,6724708
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Lysine","C6H14N2O2",18.448,145.596428,372254.34
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Methionine","C5H11NO2S",10.732,148.0439,901360.69
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Phenylalanine","C9H11NO2",9.527,165.076538,5062794
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Proline","C5H9NO2",12.663,114.5577165,2167719
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Serine","C3H7NO3",14.571,104.035301,81363.63
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Threonine","C4H9NO3",14.098,118.050842,210440.58
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","L-Tyrosine","C9H11NO3",11.515,180.066528,1491718.62
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Linoleic acid","C18H32O2",2.2255,279.734528,156658656
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Oleic acid","C18H34O2",2.208,282.251953,176241520
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Palmitic acid","C16H32O2",2.238,256.738342,126443544
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Pyruvic acid","C3H4O3",3.755,88.0121,19497578
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Stearic acid","C18H36O2",2.198,284.76947,60452592
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Valine","C5H11NO2",11.9165,116.570152,3112725.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","Valine-C13N15","C5H11NO2",11.926,122.085609,758175.69
"Serum","0100 and 0200 STD Compound List negative.csv","3M26_sys_sac_neg","nega","3M26","3","sys_sac","alpha-D-Glucose","C6H12O6",12.788,180.560341,7551197.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,1299724.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Arachidonic acid","C20H32O2",2.1925,305.741516,22546790
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Citric acid","C6H8O7",15.183,191.01976,51965.3
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","D-Tryptophan","C11H12N2O2",9.496,204.5862045,1848775.62
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Glycine","C2H5NO2",14.387,74.024841,194777.38
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Alanine","C3H7NO2",14.045,88.5421295,2112841.75
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Arginine","C6H14N4O2",18.337,173.104416,200377.67
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Asparagine","C4H8N2O3",14.548,131.045731,96261.57
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Aspartic acid","C4H7NO4",14.634,132.030319,42937.53
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Cystine","C6H12N2O4S2",15.195,239.016739,5917.29
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,255177.62
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Glutamine","C5H10N2O3",14.489,146.05928,3190732
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Histidine","C6H9N3O2",14.662,154.062378,129066.38
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Isoleucine","C6H13NO2",10.4725,130.5890505,3500092
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Lactic acid","C3H6O3",8.0075,89.526058,65663444
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Leucine","C6H13NO2",9.946,130.589043,4798118.5
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Lysine","C6H14N2O2",18.448,145.596428,320353.25
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Methionine","C5H11NO2S",10.732,148.0439,703974.19
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Phenylalanine","C9H11NO2",9.527,165.076538,3419286
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Proline","C5H9NO2",12.663,114.5577165,1387700.38
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Serine","C3H7NO3",14.571,104.035301,125701.48
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Threonine","C4H9NO3",14.098,118.050842,383226.88
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","L-Tyrosine","C9H11NO3",11.515,180.066528,868119
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Linoleic acid","C18H32O2",2.2255,279.734528,188673344
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Oleic acid","C18H34O2",2.208,282.251953,179683664
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Palmitic acid","C16H32O2",2.238,256.738342,116582176
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Pyruvic acid","C3H4O3",3.755,88.0121,11775323
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Stearic acid","C18H36O2",2.198,284.76947,40700740
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Valine","C5H11NO2",11.9165,116.570152,2009118.38
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","Valine-C13N15","C5H11NO2",11.926,122.085609,936451.06
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_pv_neg","nega","3M27","3","pv","alpha-D-Glucose","C6H12O6",12.788,180.560341,9304491
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,386672.97
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","Arachidonic acid","C20H32O2",2.1925,305.741516,32022614
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","Citric acid","C6H8O7",15.183,191.01976,71800.63
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","D-Tryptophan","C11H12N2O2",9.496,204.5862045,3925879
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","Glycine","C2H5NO2",14.387,74.024841,425888.66
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","L-Alanine","C3H7NO2",14.045,88.5421295,1553392
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","L-Arginine","C6H14N4O2",18.337,173.104416,238248.67
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","L-Asparagine","C4H8N2O3",14.548,131.045731,160503.36
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","L-Aspartic acid","C4H7NO4",14.634,132.030319,342402.22
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","L-Cystine","C6H12N2O4S2",15.195,239.016739,2197.46
"Serum","0100 and 0200 STD Compound List negative.csv","3M27_sys_sac_neg","nega","3M27","3","sys_sac","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,281983.25
