"name","formula","ion.mode","source","mz","rt","Serum_1M10_pv","Serum_1M11_pv","Serum_1M1_pv","Serum_1M2_pv","Serum_1M4_pv","Serum_1M5_pv","Serum_1M6_pv","Serum_1M7_pv","Serum_1M9_pv","Serum_2M16_pv","Serum_2M16_sys_sac","Serum_2M17_pv","Serum_2M17_sys_sac","Serum_2M20_pv","Serum_2M20_sys_sac","Serum_2M22_pv","Serum_2M22_sys_sac","Serum_2M23_pv","Serum_2M23_sys_sac","Serum_2M26_pv","Serum_2M26_sys_sac","Serum_2M31_pv","Serum_2M31_sys_sac","Serum_2M33_pv","Serum_2M33_sys_sac","Serum_3M10_tp4","Serum_3M11_pv","Serum_3M11_sys_sac","Serum_3M11_tp4","Serum_3M12_tp4","Serum_3M13_pv","Serum_3M13_sys_sac","Serum_3M13_tp4","Serum_3M14_pv","Serum_3M14_sys_sac","Serum_3M14_tp4","Serum_3M15_pv","Serum_3M15_sys_sac","Serum_3M15_tp4","Serum_3M16_pv","Serum_3M16_tp4","Serum_3M17_pv","Serum_3M17_sys_sac","Serum_3M17_tp4","Serum_3M18_pv","Serum_3M18_sys_sac","Serum_3M18_tp4","Serum_3M19_tp4","Serum_3M1_pv","Serum_3M1_sys_sac","Serum_3M1_tp4","Serum_3M20_tp4","Serum_3M21_pv","Serum_3M21_sys_sac","Serum_3M21_tp4","Serum_3M22_tp4","Serum_3M23_tp4","Serum_3M24_tp4","Serum_3M25_tp4","Serum_3M26_pv","Serum_3M26_sys_sac","Serum_3M26_tp4","Serum_3M27_pv","Serum_3M27_sys_sac","Serum_3M27_tp4","Serum_3M28_pv","Serum_3M28_sys_sac","Serum_3M28_tp4","Serum_3M29_tp4","Serum_3M30_tp4","Serum_3M31_pv","Serum_3M31_sys_sac","Serum_3M31_tp4","Serum_3M32_tp4","Serum_3M33_pv","Serum_3M33_sys_sac","Serum_3M33_tp4","Serum_3M34_pv","Serum_3M34_sys_sac","Serum_3M34_tp4","Serum_3M35_tp4","Serum_3M36_tp4","Serum_3M37_pv","Serum_3M37_sys_sac","Serum_3M37_tp4","Serum_3M38_pv","Serum_3M38_sys_sac","Serum_3M38_tp4","Serum_3M39_pv","Serum_3M39_sys_sac","Serum_3M39_tp4","Serum_3M3_tp4","Serum_3M40_pv","Serum_3M40_sys_sac","Serum_3M40_tp4","Serum_3M4_pv","Serum_3M4_sys_sac","Serum_3M4_tp4","Serum_3M5_tp4","Serum_3M6_pv","Serum_3M6_sys_sac","Serum_3M6_tp4","Serum_3M7_pv","Serum_3M7_sys_sac","Serum_4M1_pv","Serum_4M2_pv","Serum_4M2_sys_sac","Serum_4M3_pv","Serum_4M3_sys_sac","Serum_4M4_pv","Serum_4M5_pv","Serum_4M5_sys_sac","Serum_5M10_pv","Serum_5M1_pv","Serum_5M2_pv","Serum_5M2_sys_sac","Serum_5M3_pv","Serum_5M3_sys_sac","Serum_5M4_pv","Serum_5M4_sys_sac","Serum_5M6_pv","Serum_5M6_sys_sac","Serum_5M7_pv","Serum_5M7_sys_sac","Serum_5M8_pv","Serum_5M8_sys_sac","Serum_5M9_pv","Serum_5M9_sys_sac"
"Uridine 5'-monophosphate","C9H13N2O9P","nega","CD",323.02869,14.909,7649.82349384945,15782.6604612519,30229.7660085638,7784.55998649533,13641.2260907589,27813.6038201091,28198.8912987082,8561.30461893971,31676.9640866829,31649.2439321094,68839.8196446418,13015.5977121169,10161.7511640361,20455.6360574398,30392.2648675026,19861.1423918679,20397.0136640827,28159.2976911451,10702.1165664664,33733.1044455006,22580.4475212847,44151.6703504672,31019.6118399608,42160.3895135654,21045.5000028412,24323.2335783788,7277.62472784675,36804.5740301661,47179.6222731097,30630.0431711252,38263.7234380787,30852.0853865215,NA,43934.9721359611,18370.0256488809,20905.1728341921,39566.4716248052,36236.2498436883,56204.3673986216,15012.2398076901,12417.1833041472,38407.7233483089,40232.037367806,45544.2626872114,34236.5232481422,34487.4837573274,9822.09804620999,21162.965195989,16171.8746659262,43437.0260076195,19013.9270057522,18595.5715469449,13402.5175460311,37316.5637596013,61464.6478737149,47191.243660948,88917.5296657412,47854.3511241043,41479.1113083797,21006.0879161479,31462.857532466,51308.3289120757,21660.8080097114,134312.294649225,67824.8323584376,18367.3937158824,41349.8918266217,43148.2502225454,15009.6374273015,11626.0443338813,22495.1858522452,82142.0145485005,69077.9489384674,53342.7037310471,19990.9810591717,33497.1600738618,75892.7064202334,13193.2016695451,49449.3517684896,35789.4735593612,32001.8182781162,15324.7625652849,25001.6703956766,36068.2051923688,37814.7133788579,34928.710734393,28944.7120655635,23933.3392347422,172118.355404477,50161.4804434583,46191.9179083439,30904.869313845,26727.175724147,69683.1863071761,26905.6289644111,55587.2833676466,14759.8093513983,7665.3739051586,12475.3837831473,32186.5276575258,18933.3557665137,37299.8435486026,34142.6352888457,27218.2030787036,29211.3430361704,35009.6698838424,38726.6213111042,30812.3634211888,47009.00639456,35013.8407905503,57294.8918244421,34745.1528019173,101955.877107809,14782.0630215154,24153.3932542755,11217.472951722,22084.2180214662,27559.6194564587,26325.9353005942,35551.1179227369,260107.512195191,32520.4471195228,7181.02366273911,20003.074699385,74339.5119992224,52075.1111197243,23280.334698422,43259.3104345632
"Urocanic acid","C6H6N2O2","nega","CD",137.03572,9.815,4033780.08572512,2397912.87387303,3538443.34254902,15236419.7980095,3625143.99785624,13383814.7802203,1252472.34346462,4356541.10835928,4356852.87503449,7454976.02454635,12967132.1927335,3909806.09033358,9678356.36494224,1544877.70732634,4114243.85060474,1142544.02875597,2234989.28540736,1220791.60139666,14537596.950535,1171804.75724897,4607720.62648433,28047637.1494165,13828762.6177198,1697506.23610318,6168301.15656502,3344198.24705959,12823042.5426582,6134700.16407556,3120671.78433277,14491452.9568863,12923936.313844,6601494.11954395,NA,1320647.64446284,6898133.72291982,1859523.45184139,7129156.22663314,13000049.3310689,2053539.42532604,1355667.03109271,5095406.22561636,1218434.0345628,6684334.64012638,3833433.80385429,7815685.23639445,3949178.96365037,3401500.82245653,3684649.36707404,1728689.78108972,53175330.6397879,3606966.3451739,4485608.98167663,10735811.5641595,6350119.84642265,3861464.13954987,6100195.67249926,3182586.80073642,4286285.01743034,2951762.58405191,1402844.43150699,4923328.50823789,10596480.189655,5029696.82437404,9448656.45978325,5374103.94534811,1459873.01031266,7728813.02789981,2423288.80230888,5908579.19885819,10456166.7603066,6545519.35956253,10576057.1242191,4735403.79770611,3969739.65168173,3516196.20217629,10155837.8367662,5812482.46265787,1953677.23773382,7121527.49094317,1806005.86342391,5952993.08806691,2604215.15771239,5174485.913327,7292798.12607203,1662858.21698016,3609609.99873409,21370838.6246797,6839944.31257857,4530975.43392328,9376901.69580099,8921768.74527799,2727398.77090836,11771947.6236972,7985888.93088023,1866892.72178773,18949274.0039399,8648887.57817642,2372712.38598898,6161809.55573005,1538530.30936794,3272080.60973329,4813907.59832471,14768160.4372411,6712037.03194916,14821308.3232092,13226765.787157,3670072.81991482,2540834.41586724,9254252.3386229,9108536.44390222,2858818.18163464,16786685.2978367,1695609.07372649,5702783.084312,1393783.42958699,4372408.69453583,1333532.71687137,7439374.3652537,7105305.15643554,5047067.213477,3637234.09742094,9915785.52117828,1011225.35596409,5353476.36837424,1096974.72525789,5919997.61060995,5625451.18964458,8696005.21098328
"Urolithin B 3-O-glucuronide","C19H16O9","posi","CD",389.08584,12.778,27080.7470294685,72078.256531317,113843.762395468,25005.3192467126,142861.026291223,49694.7164703223,71961.2149026016,21836.7131535538,23720.4365437204,35623.2847422699,165584.613051144,18839.6758974731,216269.69258775,17619.7345016853,126008.932128472,14713.3394408517,18689.741377579,6254.18140267652,55373.9434825729,76871.0721527842,109046.264413121,111471.067752038,58735.9537677279,24910.8251060818,158574.65187754,90145.528842927,71152.8383203697,37114.4439365146,29987.5261288039,6790.13228061947,367893.47823992,279097.389250478,129038.91012775,22201.8105710776,177819.428280448,266552.611687317,166252.733294571,17482.9795783367,14805.564167873,54058.0963393792,72793.178157034,173812.629707334,210972.346858167,7296.85991552412,168651.855584581,227221.021239303,4458.29207460442,40337.7454216272,283836.620166818,130297.235296832,158738.466340369,71679.4792621287,20446.4914046369,159345.477011153,33228.2562906226,54257.0061763224,67990.7332712532,193169.416096691,46849.8871088339,50696.9384561394,190316.583212863,28403.2963275071,111727.885906449,43364.616602435,35806.2377909753,88701.3716943337,161404.931342337,23092.4233454441,225552.847684929,173567.644338311,27510.0088082055,30725.1724156231,44291.5800348485,42543.8040302247,101854.728801419,46146.8657498664,146080.518836031,159577.800430662,259242.101287273,159578.132394858,27031.258033535,33174.2322215615,4229.25865844861,55939.0622518426,55662.0532547406,29519.1981590721,30379.1558002905,19863.9445882764,86803.6600291998,58107.5672182203,36264.185706511,15907.4804702154,74143.7996342263,96205.1653246648,53018.6559454101,16847.653501098,13631.9236718853,88632.4824585941,39058.9090089546,27047.0648743592,142591.138684412,5164.51937633502,198835.573087844,297747.221718168,115789.755803013,6406.44565156045,155840.264761346,278589.513936988,108391.447971936,184353.563397798,317319.990944924,133766.006558276,111878.412465054,229834.755792884,287459.799998337,41594.8301176068,105348.736582538,183723.813213547,161499.850791708,32762.0497538311,105071.223071398,89804.2801068006,161808.858191023,244793.869942373,50998.8089794227,72262.2510300706,58569.126538512,118460.326459804
"VES","C33H54O5","posi","CD",531.40715,2.397,53479.5841639619,69920.9828009195,52049.3221556168,76787.786106345,91064.7305221916,84154.5484229357,189725.505266072,104610.546048806,45631.7845156067,51966.7985027959,48335.2418895517,62854.8995417768,36245.7888132005,72696.6858728076,51471.9004228031,80831.8567574354,37208.1264054773,66859.3384612935,47327.9700679962,68169.7161948407,53636.8227804016,80092.8725849838,52623.9394660047,96834.4021544791,117048.538047206,92574.5428647376,48893.0237946878,33100.5208119448,96702.584820009,35121.3623963688,40590.4933215943,38376.2826611805,28449.9273577154,70458.0206644147,45826.3349137029,50297.8538441292,79361.9861541109,72527.3518648721,55817.1818876124,72679.285601936,72081.7549752009,77741.1839050586,39319.095073093,35556.1956919792,69843.518569259,78121.9417391141,41142.7664296044,22178.217398955,59940.987012643,62629.8937614499,47858.5112761,40962.1623833398,17437.1547504562,39217.4346366863,58150.7055859171,301147.59554385,43187.4785048002,40331.6259359534,45918.6459383716,20935.0579931661,47784.0458823226,38538.5666213858,86660.3941292923,126158.735770487,31013.4363068308,60635.6690170633,63028.1720305916,44521.3357209139,79236.2830701148,324425.72771157,18575.7914307983,47592.8662048251,47951.8729496059,56263.5603883113,16498.5490182582,60371.777937014,63539.1259952413,31748.1676459009,115755.390081345,34447.0237367732,48247.5648122033,48031.7502318561,19022.6716390469,58155.0617250541,50812.7888426642,17977.2302805096,67424.8797284921,81326.3152520494,125783.39775167,72255.2328631136,59506.9823060437,47305.3282375865,22760.806937512,68234.9932550884,59173.3508365291,306678.36835463,33217.1478782883,49881.4030989623,278465.215965577,89545.1325728213,33025.0617904576,6955.51935690539,54285.0961658375,104611.102532684,23462.81131098,8954.51886825659,88351.428529578,63789.2568374511,66794.3575889986,27173.4738183003,17093.9380210707,90223.5465855415,14547.75011817,268255.411957557,582255.326850166,147672.902095303,62014.5117041637,740632.082624675,50968.0549714735,36521.2250644788,6752.8404399113,48629.491602184,76743.8085678321,72809.1040846274,16769.9213597289,48400.680039702,67719.5854367362,55413.8343647054
"Val-Met","C10H20N2O3S","posi","CD",249.12722,2.459,450259.236625131,60705.8783194615,25025.2549505575,375412.972726097,45466.106166611,34981.1225123711,530577.236900079,223825.15980541,130252.359266845,49251.8124464823,117724.262504546,214737.582399324,81548.1074930937,64662.7208782597,132271.339337195,640326.316726277,148652.863609235,416137.549405405,219230.415442282,472972.412219248,158307.859482488,492829.077523019,120507.898979856,516119.598787728,94481.3769307334,212986.518803847,64125.6919635968,33261.4255770898,166004.979349024,116917.168541687,203155.679803634,30503.8785916641,288187.247771086,464129.45392527,116681.379837605,108489.545897449,568730.260867629,57151.5439558161,345557.330689016,178912.794462463,256448.165653006,257717.390552066,141073.020866221,116862.986380743,114052.778561175,115122.423203906,118211.401672094,114426.557645421,75724.6552691426,149146.712008265,150936.381568444,31344.3397112166,30106.3428442018,94951.5919577301,148868.277686699,226259.350626458,103140.317477197,186855.408368926,174752.867392591,24477.014914592,55670.2986429674,102767.882685409,47145.8631180314,100749.263133934,207708.994040639,40744.4802352869,102082.957484584,52616.4739923643,120692.113737864,148330.813934146,89058.5378686396,69394.3023926476,58574.1695003949,132653.730685918,84531.4040428182,20341.3287986994,121797.312243773,421906.418976066,249204.398957709,142798.69873221,143497.266163547,99759.0120179181,424318.166017554,60910.5583673524,82228.1119592151,97626.6546353763,61597.0107132054,73068.8888198055,43224.903195166,251908.580374021,91051.8575122268,119340.634902807,65799.2307076746,178088.669402719,134939.46788329,67334.5087812397,150879.709518642,51736.8646342764,152134.046669147,264777.074682346,63585.5005853914,6632.94260943623,419962.015487822,118504.28202714,26193.3509745723,180644.20482554,83087.707638555,167012.634941672,63177.1273208141,61570.0803386891,30262.8096942009,84986.7869645625,115233.712179539,513782.408220295,712670.365177393,67225.7586919445,114353.118677934,69710.3632256342,49333.1284461296,90161.067814659,350512.835261705,80444.0882540589,155027.815452365,81667.08140532,420043.879857395,51480.4214256588,20703.4066970826,59786.4963846444
"Val-Ser","C8H16N2O4","posi","CD",205.11849,17.162,114881.16238454,158329.380949231,40832.8345814947,42041.4238278568,133745.487756142,3890.02752519313,101267.760020941,9642.77133379383,43346.6547493119,1957.80346679612,9844.28092065285,3276.99683931586,9318.42060956035,12163.8471951242,8482.82700219205,990.913380182992,3972.99904366541,361250.515826466,4692.25615017586,26019.1767882254,2720.29576080259,3602.14142341174,35883.8397146504,34079.3012957526,8029.13754040598,56045.3505366406,44117.8424724687,6750.56914469071,29253.6296777007,7674.13322977526,33121.9102119672,7293.72564889214,103752.696543012,7273.93293729061,185335.378646881,64569.2017309863,12953.2600921186,10909.4217145618,41725.2198176563,2518.96643543751,41741.2583619164,3731.97423326798,21771.6775959039,29622.367801076,8511.00372060204,2317.36220893136,183538.328950571,16083.641971846,581329.274986692,3767.34364656706,9542.29348666293,25456.1792043036,20613.1433819147,6962.23539005452,3064.44315845073,10771.9613339024,8792.44058660724,11221.3897331527,73090.2625953001,154469.263362563,15664.3952308651,14718.3190277736,392206.574207551,14823.0789928005,29360.0182252109,298165.84169391,87572.1001627452,57258.5325771392,3494.33168688295,9581.1038753551,58699.2183161707,13087.1376314421,8490.2468051352,11490.6402309198,85326.6122152652,26894.8485723093,7545.6800747509,114831.691116239,3485.01849116864,12187.4326074615,36891.2215720185,15084.0075331941,66822.3465658169,90797.7666488314,28224.0758785052,271163.230285734,6004.55922595936,8375.30851353409,88428.8781276798,17306.9968299419,34735.10134852,14091.7486175467,6544.96822516118,5767.83098082959,25919.7730840657,86182.1989772051,16904.4942393001,30839.0082791107,131037.231027854,35883.3093905446,31126.801013769,4628.07262455809,58033.733954406,41295.9777564934,765.269699019477,1696.43866353679,24942.0513547146,5588.78962767799,13933.5514970142,787.025544454301,982.993281782184,36621.7726747664,234694.830081739,5513.18278514291,1898.81844244498,31555.380200307,243136.618310726,1544.20561158346,32773.8889382663,1675457.56347621,108873.059077119,24241.1163072303,10358.3158061855,11798.9450689407,225336.271893763,18494.4853862584,36587.694945567,7834.16271061121
"Valeramide","C5H11NO","posi","CD",84.08078,18.403,15077893.3864514,18725127.3947935,47761011.0182794,2586951.15002944,11642587.5690794,3494345.25776059,42243133.7720462,17893370.3008651,11628398.2620226,16918401.2019968,25917861.7515188,16856441.285029,29066800.2728677,33079942.9367655,3942576.98018365,20445021.5915763,13271360.800676,32907358.5910164,19924461.2690559,4758305.28210909,4107946.79014856,38704564.968298,35807588.7596423,11418447.9953347,32050763.0637268,2214418.10771348,14549996.8413325,5794624.06836255,14927418.9892409,17333155.4920102,11099333.6442044,6224846.34866051,17460360.6482121,23368468.4417517,16190699.6874425,1970754.94374742,17553381.6240418,12656489.4897757,17248075.1318708,10660802.6920244,12907139.3056048,15827690.5807876,4548888.10530468,13370743.9139546,32567852.6261622,14900128.1030494,7334252.71737382,11289076.6780743,4804426.11710055,4817487.24062566,23368518.8814728,16468398.5785029,18460506.8847414,19561162.2767221,3508927.37355617,9348215.01407747,2832914.92555361,8521021.63033211,7231260.6410493,17248397.9537393,8040989.1771391,7627084.2078369,3955704.89645362,3619524.61333091,7040018.10271319,3322045.73161768,9050188.68616197,17707494.8961545,3167424.2393152,16582757.0147083,4011126.02370092,14344943.5009644,19274537.8501755,16425076.7396512,13714348.1040199,12666070.1882028,8022347.91716816,29751846.3791984,17844739.9162975,12298511.4385281,20742042.7660277,7057929.86874662,14877464.903833,7600939.56599476,4226564.06950202,39309071.8265557,27979772.7677337,5982950.50872822,20907065.2987613,10497151.7094865,3552193.59633281,24904778.5259471,8153050.4279519,8593213.3182606,2110047.30707206,10344857.2277078,4997222.32350714,8533131.51320718,14060535.2476357,15973731.7437072,13271378.7639306,11979055.825344,14747019.7581549,7389763.02106251,29827331.6153222,32584236.5391784,21766265.3051493,13206889.9413708,12622616.4584122,24085871.8557977,1012311.46487046,18632488.8133013,21043274.7602149,688406.174217514,27305519.7949408,12528716.8771146,33202545.8545923,23551436.9045396,32859576.0273589,10583258.5597565,10934742.1012158,38670934.3717178,11820844.9051659,6606575.99344557,12806520.5147684,13569854.2834726,12483628.0393339,11092717.9608239
"Valerenic acid","C15H22O2","posi","CD",235.16912,2.557,5537822.51474664,5750014.76638001,1307628.05282472,5173033.22389056,5886641.3874611,1991006.43342955,2063977.33566516,468773.077065148,207093.055615464,1476807.3258492,3337533.54806522,1948866.19814045,1285595.24436771,1711099.45846258,294939.234453303,2328154.82739693,6204463.35142851,49594.7891756181,1574174.13691238,1712570.85600495,4323720.6858085,76758.2032068226,1491475.46721255,5527417.6134799,1268761.16030122,6305680.1568601,28511.4210908013,1502409.02606414,1591135.01953687,4949173.47110279,4491380.07335723,1443424.35214177,1422979.01347024,33979.2219030322,32430.1858091853,594670.364686111,4926218.14061014,8199534.40119837,1781531.86254079,5206038.84753022,5766567.14863234,2096259.84317165,312581.983562843,2012619.44311461,663343.361335518,1398699.23305959,857139.804175248,1361843.41658119,2067743.28761484,1269688.59508047,1142877.66658166,6012957.83848771,643300.570836955,2554281.58069516,5082057.56242715,173527.638615639,5792438.62689048,606551.919689881,3934040.03283146,1640665.40298051,1229859.08010228,411695.0278893,4887358.68303618,1732637.75905992,1684645.3099028,1395787.88695889,3508760.00022261,4388110.06316809,1438874.40429782,5668968.5546497,4544572.68938607,1873601.66997251,1471121.87422771,4196306.54058128,781490.720643661,1294607.7822162,4696795.53511888,618580.744218032,1306644.89386131,1583496.15068004,3485712.29300026,1135894.26423122,1978550.00368607,5954300.24660103,12213236.6109229,2880398.78206535,4263918.68971999,7429059.80818477,1685915.76841364,1225862.96117175,643474.414768043,5226557.25216419,2441880.46792268,1577727.65336098,481150.051368193,416594.341165023,1454650.22610397,1199740.47802101,1360118.31306217,53283.9090288106,6454327.39375956,4932852.83874395,6112385.22426997,6750940.09226505,6339118.99341747,1873433.73875288,702031.882027411,1899684.91075523,2061936.62216078,5815045.63132361,14895774.0902384,1757788.27918686,4977597.16292831,925435.58517578,3642155.24489395,308373.826157733,1161614.39320916,1258404.6023305,4683377.85053295,3676507.02394159,4513573.32282269,1219617.09511513,1416600.21007083,53818.5686262352,3859740.87878066,1196018.84735395,1294647.07166327,1328050.8369293
"Valerophenone","C11H14O","posi","CD",163.11169,2.534,3348166.40153052,3424965.92353799,1919339.24235726,2477721.66431891,3515954.69690246,2693114.98456358,1167847.50344184,1382902.83603775,2619188.6375109,1748900.76826316,1315255.375303,2570394.061466,1354297.7533879,3051187.21247826,2957041.73536854,2468113.37490858,2810482.87273124,2139723.04468054,1330987.366356,2096325.47685082,2074229.81648246,2881510.47583227,2043715.36643301,3598594.32975609,1286267.56512017,3288977.03544111,2098766.90500971,2309835.40491497,3432532.73463162,2845999.1801973,2672463.368835,3906020.38287581,2066446.04515488,1760185.60398262,1373944.34785761,3181884.38111325,2106875.61868872,2002097.92035339,2942324.71644405,3037644.27980046,1741068.22356113,2294002.71139934,3674786.21665776,1737834.81551271,1062432.44123575,1686638.41856083,3767081.90931181,2773955.07166338,1412264.29056538,2761350.69211623,3154339.25845683,1467555.84889934,1075962.97630654,2107695.32752839,2259964.46029334,1829622.04429658,3745375.12911152,1023131.10756793,1451662.93733553,1253810.54648678,1286068.84485857,2940297.44025469,2883893.18851382,2515512.597439,2997957.49213311,2554015.46406508,1592358.82151432,1853452.940777,1187056.50718276,3253391.92403215,3656848.5465053,2626065.65937851,2817827.48696855,2046192.61745239,2429949.75362315,1383585.54505594,1645446.65775685,2145342.97806422,1851232.33004253,1961525.60967744,1497213.47726923,1229817.23779016,2331532.15830987,2679849.23432243,2629562.52297991,1959237.76459005,1207168.4090017,1999844.3956458,3094366.55879802,2393490.85555589,3656077.45945396,1702594.78311388,3189398.23830464,2854779.76533738,2806522.00738228,1850856.40852371,2125933.66054805,1605890.78374314,2507423.63643742,2300603.22780256,2925617.14295488,1671469.83048736,2376266.49523109,1079061.74546455,2909278.22170745,1892481.35689901,2706725.28175686,1506493.70913481,2249600.45213768,3447156.90575937,4189411.97386252,1106059.69656582,2608559.13171572,3432555.01226029,3726482.74483422,2252829.6161773,1914727.85068929,1780675.46902307,793578.798169172,1881956.31094532,2916963.92925233,2234209.23551975,1847798.78367937,766468.789118305,3801568.70458675,1513540.83258666,1099769.72535813,1558852.24035525
"Valerylcarnitine","C12H23NO4","posi","CD",246.17002,9.088,1615763.38855901,2265433.33331984,756319.011309294,1198478.70377826,1406432.19921825,640794.61299594,715022.898420974,1003880.24930665,854488.355594166,1752218.55810473,3281094.47419615,1502444.79149164,1767729.24619346,2134458.66861552,3455906.30705453,1811191.0475173,2173919.07656925,1268061.39547111,1383919.33630705,1453517.22319241,3386528.49875782,662290.060253332,2723449.25483816,1608333.4190144,5168763.66372771,2124514.25807624,423393.53307372,1631088.27545304,2849248.22263591,3054959.22739489,807178.828864304,2751976.3417917,1906277.79487359,469597.785767981,2151398.86817274,2932688.01301133,1229336.03883771,2631421.6935488,1391895.34607673,412786.732898332,3713103.87649502,344222.069925241,1016347.93543846,2235104.71770959,698636.27537151,1526766.94720152,1638037.13006005,2270404.21674385,1150432.55415375,2747459.39166748,2445818.84782969,1893635.784883,1050951.19881132,3271835.46018871,2799001.103488,2007189.53684997,2206875.00240234,4201511.11132134,1006589.57668328,815228.804619452,2069269.34991632,4722593.18252059,167787.42072959,2306020.63209828,2020349.05093675,515857.438344312,2041581.86619971,1910047.11768263,1561552.81587432,2743669.02913058,1176642.02105596,1652798.04951783,2913736.5513073,1512917.71885982,371864.430569971,1840825.37142576,3616041.39868863,2231325.13030199,3164901.35465327,2043958.37056827,1452238.02087602,992750.661903281,655164.563930056,1963944.59026021,838907.065446262,719718.602646125,2515186.2876319,943390.840575496,626723.63681617,1755686.4065434,2107423.25254455,1616850.48754626,4121273.92628184,2129742.92243273,1382954.36392252,693349.448662634,3156460.20848355,3646635.60675266,2367059.31311006,2208494.84572401,2445678.72486068,2341034.27975004,1344729.13691893,1842531.20825175,1057303.66962638,532181.432144786,1591265.52742818,1059293.15223993,1763341.90072112,559424.467658468,1008635.93917518,1651345.17013874,1200990.01699505,1440867.66378227,913737.132674471,2489616.84543415,1107984.65527955,2282866.81381551,796385.04190517,1428560.1342085,453174.023379048,1525711.41309572,334034.083265582,2154265.59942124,720697.534569184,1141566.45683498,544090.143892649,705741.279812345
"Valine","C5H11NO2","nega","Maven",116.570152,11.9165,4710902.50140435,6106451.7421378,4973666.8501373,3764527.56704587,2640472.59321987,4702429.49505575,2735125.05811096,3363080.06823176,4859893.57746255,2925549.38155242,2649215.06118745,2586619.52781186,2018844.97833652,3169817.35053433,1678083.03255021,2288542.96554465,1641521.47983705,3576626.05327236,3506750.78326385,3179143.08508187,2180078.17637578,4602490.14764976,3385806.79063748,2011045.56691822,3489373.98676658,NA,3158250.82005979,2022742.89603839,NA,NA,2107561.12625603,3094649.91838152,NA,1670765.29413475,2284370.52817096,NA,2308393.53343575,1447862.84838761,NA,3055468.3886358,NA,2638895.66530758,2829342.1274963,NA,4014505.02897476,2596614.03355254,NA,NA,2623495.62452234,2670914.53510873,NA,NA,2871994.79477247,4399203.32722352,NA,NA,NA,NA,NA,3151650.21360169,2490902.08491265,NA,1625092.36108835,2886737.70299864,NA,2244472.11336388,1991060.72983298,NA,NA,NA,3283977.49366366,2028789.60856211,NA,NA,2450530.10687888,1696529.4741593,NA,4016920.42462196,1986860.94002502,NA,NA,NA,2574423.90403378,2036461.67459451,NA,4902986.21402704,3709575.76720454,NA,3064952.52635183,1719334.70763022,NA,NA,4077150.4067682,1820551.11402558,NA,2002959.13890087,2295585.71277714,NA,NA,1930597.35890231,2125094.05167705,NA,4424464.71259709,2943786.84698149,3376158.79321043,3415642.32062039,1782296.46796077,4796583.08008285,2683264.10884632,2725228.39369666,4007158.07257747,1907101.09952385,3073042.76735184,6901978.03690705,3414489.6090669,1912416.21846981,5891718.28752218,3473659.82276025,3419721.40656147,2065972.26673665,3592038.88766601,2302883.25812739,2698975.51141199,2184824.60187026,3476597.68156165,2331089.63685424,2398824.90984273,2213352.40019183
"Valine-C13N15","C5H11NO2","nega","Maven",122.085609,11.926,918461.149415216,1025720.83572089,1015137.70054023,1013096.20676503,712223.74704548,826126.416094271,766752.820630503,943800.326563779,947113.41501807,838678.127531042,602125.134188753,1049492.96056992,717725.153701681,986704.91776131,626572.467871642,918110.043679805,764287.453545346,1028501.24866541,836104.236908253,881573.374722822,595296.930787724,991157.132875691,743730.847895611,1036267.38175255,724415.440268611,NA,756856.454862706,661547.583673464,NA,NA,747285.39366697,646777.911829381,NA,871607.52503192,684199.167116716,NA,762262.489053806,632322.549507653,NA,772479.705460313,NA,949789.295826881,605960.914171045,NA,952997.72252722,626724.955024959,NA,NA,765544.83704509,600691.073884602,NA,NA,775160.205017454,613969.66478549,NA,NA,NA,NA,NA,780581.78718627,606716.286184573,NA,757456.344677455,729449.561692203,NA,783841.901451236,715350.331126789,NA,NA,NA,857211.844005812,704882.474105158,NA,NA,909151.892732749,670221.938484842,NA,774806.246065212,669693.634857862,NA,NA,NA,849606.964955154,647117.715237019,NA,913043.089248144,691400.479037369,NA,926738.398804715,738460.344171441,NA,NA,791467.911757841,760781.083556499,NA,1128722.42912094,605539.988965978,NA,NA,848937.831342146,768067.461352928,NA,964356.715767061,602597.597925467,811833.297249607,811922.310107085,547900.272835066,968730.730703768,648549.481615087,701489.355153365,968603.369698563,703690.277257041,779290.330303056,980840.370085161,783929.316597839,715606.834606697,990061.369476393,668102.69065434,737077.829905029,491384.77053231,835190.425922173,625131.099760712,665353.610643582,616574.062026797,931685.528666752,634860.408375727,782677.967709517,716608.537095446
